구∙군명,시설명,소재지,주장애유형,종류,위도,경도
해운대구,(사)장애인정보예술협회,부산광역시 해운대구 반송동  62-34,,장애인활동지원센터,35.23307074,129.1574952
해운대구,사랑샘재가요양복지센터,부산광역시 해운대구 반여동 1014-7,,장애인활동지원센터,35.20622657,129.1241889
해운대구,(사)부산장애인봉사협회해운대구지회,"부산광역시 해운대구 반여로 10, 3층 (반여동)",,장애인활동지원센터,35.19388477,129.1185613
해운대구,대성원(대성재가장애인복지센터),"부산광역시 해운대구 선수촌로 181-2, 3층 (반여동, 늘푸른빌딩)",,장애인활동지원센터,35.20902467,129.1237772
해운대구,해운대장애인자립생활센터,"부산광역시 해운대구 세실로 64, 139호 (좌동, 화목데파트상가 지하)",,장애인활동지원센터,35.17097853,129.1776682
해운대구,사랑샘장애인자립생활센터,"부산광역시 해운대구 센텀북대로 60, 503호 (재송동, 센텀IS타워)",,장애인활동지원센터,35.17664093,129.1254057
해운대구,해운대지역자활센터,"부산광역시 해운대구 윗반송로 64, 3층 (반송동, KT빌딩 3층)",,장애인활동지원센터,35.22973636,129.1564811
해운대구,(사)부산해운대구장애인협회,"부산광역시 해운대구 해운대로570번길 8, 9층 (우동, 유성프라자)",,장애인활동지원센터,35.16056228,129.1548413
사상구,부산점자도서관,사상구 덕상로 72번길 9,,점자도서관,35.1781075,128.9898274
중구,재단법인천주교부산교구유지재단메리놀병원,부산광역시 중구로121(대청동 4가 12-9),,종합병원,35.10201442,129.0313444
서구,부산대학교병원,부산광역시 서구 구덕로 179(아미동 1가),,종합병원,35.10105341,129.0192233
서구,고신대학교복음병원,부산광역시 서구 감천로 262(암남동),,종합병원,35.08108175,129.0145115
서구,동아대학교병원,부산광역시 서구 대신공원로 26(동대신동3가),,종합병원,35.12050966,129.0187528
서구,삼육부산병원,부산광역시 서구 대티로170(서대신동2가),,종합병원,35.11206559,129.0109797
동구,재단법인한호기독교선교회 일신기독병원,부산광역시 동구 정공단로 27 (좌천동),,종합병원,35.13577136,129.0544185
동구,의료법인정화의료재단김원묵기념봉생병원,"부산광역시 동구 중앙대로 401 (좌천동, 봉생병원)",,종합병원,35.13085617,129.0505697
동구,좋은문화병원,부산광역시 동구 범일로 119 (범일동),,종합병원,35.14078777,129.0590483
영도구,해동병원,부산광역시 영도구 태종로 133(봉래동3가),,종합병원,35.09193762,129.0438623
영도구,영도병원,부산광역시 영도구 태종로 85(대교동2가),,종합병원,35.09224571,129.0405322
부산진구,의료법인 온그룹의료재단온종합병원,"부산광역시 부산진구 가야대로 721, 719, 767 (당감동)",,종합병원,35.15791175,129.0500288
부산진구,학교법인)동의병원,"부산광역시 부산진구 양정로 62, 지상2ㆍ3ㆍ10층 각 일부/ 지하1ㆍ지상1ㆍ지상4~지상8층 전층 (양정동)",,종합병원,35.16995215,129.075926
부산진구,인제대학교부산백병원,"부산광역시 부산진구 복지로 75, 진사로83번길 81, 1층(일부), 3층 (개금동)",,종합병원,35.14411574,129.0178731
부산진구,학교법인 춘해병원,"부산광역시 부산진구 중앙대로605,지상1층~지상9층(범천동)",,종합병원,35.14695013,129.058382
동래구,대동병원,부산광역시 동래구 충렬대로 187 (명륜동),,종합병원,35.20431096,129.0802014
동래구,의료법인 광혜의료재단 광혜병원,"부산광역시 동래구 충렬대로 96 (온천동,광혜병원)",,종합병원,35.20699644,129.0711545
동래구,동래봉생병원,부산광역시 동래구 안연로109번길 27 (안락동),,종합병원,35.19691163,129.0961136
남구,부산성모병원(재단법인천주교부산교구유지재단),부산광역시 남구 용호로 232번길25-14 (용호동),,종합병원,35.11051148,129.1091922
북구,의료법인 인당의료재단 부민병원,"부산광역시 북구 만덕대로 59 (덕천동, 부민병원)",,종합병원,35.21196542,129.0112189
북구,구포성심병원,부산광역시 북구 낙동대로 1786 (구포동),,종합병원,35.2097032,129.0047
해운대구,인제대학교 해운대백병원,부산광역시 해운대구 해운대로 875 (좌동),,종합병원,35.17326019,129.1821691
해운대구,의료법인 인당의료재단 해운대부민병원,부산광역시 해운대구 해운대로 584(우동),,종합병원,35.16149184,129.1556667
연제구,부산광역시의료원,"부산광역시 연제구 월드컵대로 359 (거제동, 1동, 5동일부)",,종합병원,35.18741703,129.0600491
수영구,비에이치에스한서병원,부산광역시 수영구 수영로 615 (광안동),,종합병원,35.1610456,129.1128862
수영구,의료법인은성의료재단좋은강안병원,부산광역시 수영구 수영로 493 (남천동),,종합병원,35.15016884,129.1105978
사상구,한국보훈복지의료공단부산보훈병원,부산광역시 사상구 백양대로 420(주례동),,종합병원,35.15289483,129.0082475
사상구,의료법인은성의료재단좋은삼선병원,부산광역시 사상구 가야대로 326(주례동),,종합병원,35.15014923,129.0078075
기장군,동남권원자력의학원,부산광역시 기장군 장안읍 좌동길 40,,종합병원,35.32183895,129.2443344
