정류소 번호,정류소 아이디,정류소 명,위도,경도,정류장 구분
5712,505870000,서면한전,35.15241336,129.0592867,시내
5716,510090000,중앙시장,35.14325962,129.059429,시내
6001,166150101,식물원입구,35.22372622,129.0817292,시내
6003,166150301,온천시장,35.22205753,129.0809879,시내
6005,165860101,금강원입구,35.22026772,129.080488,시내
6007,166150302,온천장,35.21932656,129.0797737,시내
6011,165350201,온천장역.SK허브스카이,35.221748,129.085022,시내
6015,166160101,온천장역,35.21849695,129.0850334,시내
6017,174370203,온천입구,35.2176265,129.0867561,시내
6022,166160301,온천장아스타아파트,35.217125,129.083508,시내
6025,179510301,늘봄호텔,35.2159135,129.079751,시내
6026,166840201,(구)온천시장,35.21637838,129.0794221,시내
6027,179450101,전자공고,35.21507437,129.0774378,시내
6028,166010301,원예고등학교,35.21374167,129.07549,시내
6029,165950101,효자암,35.21595588,129.0665987,시내
6030,165500501,롯데백화점동래점.명륜역,35.2127,129.0780083,시내
6033,165510201,명륜역,35.2135033,129.079733,시내
6036,165390403,동래구노인복지관,35.21357167,129.08313,시내
6039,165330102,개별화물협회,35.21497676,129.064984,시내
6041,167140101,동래우체국,35.20984,129.0825483,시내
6042,167140102,명륜초등학교,35.20884766,129.0824953,시내
6046,166000201,롯데백화점동래점,35.21025667,129.07778,시내
6047,166060201,럭키주유소,35.20889667,129.0779233,시내
6048,166030201,럭키아파트후문,35.20992935,129.0754514,시내
6049,166030101,동래래미안아이파크,35.21071874,129.0736002,시내
6051,166020201,온천초등학교,35.2118109,129.0730189,시내
6053,165940201,우장춘기념관,35.21254902,129.0724188,시내
6056,165950102,만덕터널입구,35.21220346,129.0578182,시내
6060,165940301,온샘초등학교,35.20968416,129.0701733,시내
6064,166030302,럭키아파트,35.20847837,129.0728207,시내
6066,166630301,동래역,35.20596,129.0777933,시내
6070,165750301,동래전화국,35.20442333,129.082635,시내
6080,166170201,내성중학교,35.20287585,129.0778133,시내
6082,165780301,동래역.내성교차로,35.2043967,129.0784716,시내
6084,166040201,동래럭키아파트,35.2060157,129.0738019,시내
6086,166040202,광혜병원,35.20642477,129.0727932,시내
6087,166810301,미남교차로.미남역,35.20739833,129.0711183,시내
6088,166900101,광혜병원.미남역,35.20702715,129.0713982,시내
6089,165440201,뜨란채아파트,35.19405762,129.1084318,시내
6090,166780101,미남역.반도스카이뷰,35.20542024,129.0682468,시내
6093,166780301,반도스카이뷰,35.2034521,129.0665563,시내
6095,166640101,사직1치안센터,35.20126311,129.065216,시내
6100,167020301,안남초등학교,35.19197333,129.1073117,시내
6103,165810301,사직여중,35.19502084,129.0564158,시내
6104,165800304,원광사,35.19478345,129.0541156,시내
6105,165810302,사직여고,35.19724202,129.0536218,시내
6106,165810303,사직중학교,35.19944878,129.0542866,시내
6107,165810304,사직초등학교,35.20063102,129.0557785,시내
6108,165800201,사직2동주민센터,35.20033524,129.0569079,시내
6110,166600301,삼익아파트,35.19962586,129.0594075,시내
6112,166600201,국민시장,35.19895623,129.0600001,시내
6113,166850101,사직운동장,35.19490033,129.0652973,시내
6116,165800301,동인고등학교,35.19794773,129.0531467,시내
6120,166620101,쌍용예가입구,35.19708766,129.0581177,시내
6122,166610401,사직사거리,35.19852715,129.0602908,시내
6125,166610202,사직야구장,35.19623931,129.0607446,시내
6132,193720302,여명중학교,35.19600935,129.0690326,시내
6134,193720301,법원어귀교차로,35.19623491,129.0705809,시내
6135,165960201,대선주조,35.19666398,129.0720242,시내
6136,166830201,사직동,35.19927002,129.0703024,시내
6141,165650201,부전교회,35.199884,129.077779,시내
6143,165740201,동래경찰서,35.19986667,129.084425,시내
6144,165560401,동래경찰서.수안역,35.20091833,129.084215,시내
6158,165600202,낙민역.동래고등학교,35.19956657,129.092211,시내
6162,166430201,동래봉생병원,35.19748083,129.0953916,시내
6163,166450301,우성아파트,35.19494016,129.0924886,시내
6170,166410201,동부산아이존빌아파트,35.19203014,129.1054871,시내
6171,165920401,안락경동아파트,35.19228,129.1052317,시내
6173,166400101,안락동우체국.동해선안락역,35.19711667,129.1007133,시내
6176,166950201,안락국민은행,35.19731,129.1043067,시내
6182,166340201,충렬주유소,35.19606667,129.109815,시내
6183,167000101,안락2동주민센터,35.19728785,129.1091849,시내
6184,165530301,안락2동수협,35.19860167,129.1105683,시내
6185,166500301,명장조양맨션(명장역),35.20597333,129.1027617,시내
6188,166330101,진흥상가,35.20049667,129.10456,시내
6191,165900202,삼성아파트,35.19981167,129.10302,시내
6193,165900201,서원시장,35.20044833,129.1003367,시내
6195,179300201,충렬사역.서원시장,35.20124167,129.0983733,시내
6203,166130101,협진태양맨션,35.21010833,129.104755,시내
6206,179390301,명장1동행정복지센터,35.20492327,129.1050252,시내
6210,166510202,안락초등학교,35.20290833,129.104085,시내
6212,166510102,명장시장,35.20453034,129.1077375,시내
6214,179380101,혜화여고.충렬고,35.20202167,129.1108183,시내
6216,165540101,충렬초등학교,35.200085,129.11251,시내
6218,166890201,사직실내수영장,35.19296922,129.0643042,시내
6219,166320101,명장정수사업소,35.20796833,129.1036183,시내
6222,166540101,한우크로바아파트,35.199076,129.109494,시내
6223,165760201,명륜역.동래중학교,35.21012073,129.0799632,시내
6224,167360101,명륜자이아파트,35.20817092,129.081565,시내
6225,166460101,강변뜨란채아파트,35.1936449,129.1007094,시내
6229,166360301,안락교차로,35.19793373,129.0976809,시내
6231,166410301,강변뜨란채입구,35.19356427,129.1019896,시내
6232,165350101,온천장역.CGV동래,35.22198574,129.0853007,시내
6234,166250301,사직역,35.19786939,129.0656801,시내
6236,167600101,미남역,35.20399361,129.0674247,시내
6241,166790201,사직성당,35.20334917,129.0694206,시내
6243,166640301,사직1동주민센터,35.19889166,129.0619801,시내
6244,165560301,세병교,35.19755802,129.0835263,시내
6247,166840301,온천프라자,35.21531218,129.0773348,시내
6249,166460201,안진초등학교,35.19335608,129.0985965,시내
6250,500960000,동래경찰서후문,35.2004627,129.0850038,시내
6251,165610101,동래시장정문.수안치안센터,35.20294676,129.0855963,시내
6252,165610102,부산은행동래금융센터,35.20438959,129.0846489,시내
6253,165450401,복산동주민센터,35.20630012,129.0854882,시내
6255,504960000,명륜교차로,35.20684746,129.0819611,시내
6257,505070000,명장농협,35.20297712,129.0996922,시내
6266,508630000,명륜2차아이파크,35.21552537,129.0882571,시내
6276,508670000,미남교,35.20872428,129.0636671,시내
6284,508850000,한독온천어린이집,35.20751226,129.0631369,시내
6701,166070204,부산원동역,35.19455064,129.1126707,시내
6703,166070203,안락뜨란채삼거리,35.194898,129.109978,시내
6705,165430302,동래한전,35.19644394,129.1058968,시내
6711,502460000,동래시장,35.20097,129.087941,시내
6713,502480000,수안역.동래교차로,35.201667,129.084477,시내
6715,502010000,메가마트동래점,35.20282072,129.0818802,시내
7002,180710101,동부변전소,35.147485,129.094314,시내
7003,180720201,성모병원.대남초등학교입구,35.14760811,129.095258,시내
7004,180790101,낙농마을,35.14507178,129.0980475,시내
7005,199490101,대남교차로,35.14062794,129.104207,시내
7006,199480301,경성대.부경대역,35.13856124,129.1023074,시내
7008,181570301,부산성모병원,35.112065,129.1110367,시내
7009,180390302,경성대학교입구,35.13633167,129.1005367,시내
7011,180390301,부경대대연캠퍼스,35.132895,129.10121,시내
7013,180750301,경성대학교,35.136427,129.097869,시내
7015,180700101,대연역,35.13535167,129.0948267,시내
7017,180710401,경동메르빌,35.14957877,129.0928874,시내
7018,180700201,대연사거리(대연역),35.13515793,129.0934217,시내
7020,180680101,대연초등학교,35.13622167,129.091715,시내
7022,180740101,대연교회,35.1380472,129.0907682,시내
7024,180210102,세연고등학교,35.13799895,129.0866989,시내
7026,180210101,연포초등학교,35.13826833,129.0830583,시내
7028,179900101,대연SK뷰아파트,35.1413729,129.0787279,시내
7030,179890101,현대주유소,35.14344,129.07604,시내
7032,179880301,문현현대아파트,35.1443174,129.0767633,시내
7033,179920201,문현초등학교,35.14567167,129.07245,시내
7034,164240301,문전교차로,35.14832333,129.06597,시내
7035,179650201,성동초등학교후문,35.14309833,129.06652,시내
7036,179680201,성동초등학교입구,35.14266,129.06692,시내
7037,179910301,한양아파트,35.14345833,129.0711,시내
7038,179890102,문현삼거리,35.141735,129.0729733,시내
7039,179860101,문현3동행정복지센터,35.138842,129.071304,시내
7041,179670301,삼성아파트.문현역,35.13959047,129.0674754,시내
7042,179680301,문현역,35.13810258,129.0674678,시내
7044,179660301,문현교차로,35.13476833,129.06701,시내
7052,179810202,지게골역,35.134805,129.07573,시내
7058,505430000,대연고개,35.13426532,129.0803313,시내
7060,180220101,못골시장,35.13487167,129.08764,시내
7064,180350201,대연역.부산은행,35.13463911,129.0917962,시내
7066,180340401,유엔교차로(산성교회),35.13023,129.09147,시내
7067,179650101,국제금융센터.부산은행역,35.14548053,129.0670469,시내
7068,180230301,부산공고,35.12995333,129.088505,시내
7070,180230302,동림맨션,35.128419,129.08473,시내
7071,180230303,성지고등학교,35.12724,129.0812917,시내
7072,181570201,백운포고개,35.10877,129.11192,시내
7074,212620301,우암뉴서울아파트,35.12495667,129.0792033,시내
7075,180020201,우암초등학교,35.12467333,129.0764,시내
7077,179960301,남부중앙새마을금고,35.12527667,129.070335,시내
7078,181680101,백운포,35.10452498,129.1128735,시내
7079,179960302,7부두,35.126955,129.0677217,시내
7083,212600201,우암자유아파트,35.12346167,129.0799583,시내
7085,180030101,감만창의문화촌,35.11939333,129.080815,시내
7087,180030202,감만시장,35.11673026,129.0809051,시내
7089,181350301,감만동,35.11581667,129.081395,시내
7095,180160102,동천초등학교,35.1223143,129.083536,시내
7098,180170101,남광시장,35.12340333,129.08671,시내
7101,180170102,석포초등학교,35.12648167,129.089865,시내
7103,180180101,시립박물관,35.12880774,129.091714,시내
7108,180540101,유엔공원.부산문화회관,35.1269,129.09532,시내
7110,180480401,한신문화타운,35.12346333,129.0971083,시내
7112,180480301,동명대학교후문,35.12056667,129.0980417,시내
7114,180900202,부경대용당캠퍼스,35.118005,129.0958767,시내
7119,180890202,동명대학교정문,35.12281333,129.0990983,시내
7121,180890201,한국산업인력공단남부지사,35.1271415,129.1015171,시내
7123,180890101,대천중학교,35.12802333,129.1031517,시내
7125,180380101,대연자이아파트,35.13052,129.1036,시내
7126,180360301,도로교통공단,35.13093833,129.1030333,시내
7127,180520401,남부운전면허시험장,35.12803167,129.1076817,시내
7129,180520201,용문중학교,35.12625667,129.1099533,시내
7131,179600301,이기대입구,35.12381667,129.1124433,시내
7136,180800101,용호사거리,35.12122627,129.1123662,시내
7139,180800301,용호2동주민센터,35.11583086,129.1108708,시내
7147,179620101,문현동,35.14269527,129.0656035,시내
7155,180810301,남부경찰서,35.15159434,129.0905592,시내
7156,180810302,청구아파트,35.15376391,129.088941,시내
7158,180930202,신원아파트,35.15232979,129.0886582,시내
7159,181210101,대우아파트,35.15099801,129.0891152,시내
7160,180830201,장백아파트,35.149075,129.090538,시내
7161,180850201,대연비치아파트,35.13763667,129.108295,시내
7164,180050101,남구청.못골역,35.13458211,129.0839929,시내
7175,180880201,LG메트로시티,35.13251715,129.1086219,시내
7176,180490301,석포여중,35.12472066,129.0961027,시내
7178,213320101,오륙도초중학교,35.10416525,129.1154302,시내
7180,213320102,오륙도SK뷰정문,35.10117768,129.1190778,시내
7182,213310201,오륙도스카이워크,35.10126491,129.1221299,시내
7188,180210201,남구청후문,35.13589617,129.0837048,시내
7190,180550101,시립박물관.부산문화회관,35.12894352,129.0929612,시내
7192,214180101,신선대CNG충전소,35.11369301,129.095983,시내
7193,180900201,용당동,35.11565552,129.0948786,시내
7195,180200301,남구청,35.13567054,129.0853143,시내
7198,214640201,백운포체육공원,35.10204862,129.1114963,시내
7200,214640101,남구국민체육센터,35.10344681,129.1078759,시내
7202,180370301,남부면허시험장,35.13023902,129.1059398,시내
7203,180900203,신선대부두입구,35.11380992,129.095471,시내
7204,180150301,현대오일뱅크,35.11053391,129.0879189,시내
7208,181350401,동항초등학교,35.11459627,129.0817438,시내
7225,502510000,유엔조각공원,35.13001577,129.0986011,시내
7227,503810000,남구실내빙상장,35.10266802,129.1088624,시내
7229,504900000,대연파크푸르지오,35.12559363,129.0890711,시내
8001,181710101,금곡주공1단지,35.26720833,129.0187117,시내
8003,182710201,금곡주공3단지,35.26523256,129.0204371,시내
8005,181760301,금곡화목아파트,35.26314833,129.0189483,시내
8007,181690301,유림아파트,35.26203333,129.0169,시내
8011,181740301,금곡중학교,35.26030667,129.016255,시내
8013,183140201,구포시장,35.209569,129.003202,시내
8014,182700301,금곡종합사회복지관,35.25856333,129.0149283,시내
8016,182700302,금곡주공7단지,35.25684833,129.0139417,시내
8018,183280101,구포3동주민센터,35.19504864,129.0086842,시내
8020,182670201,금곡주공9단지,35.25491667,129.0137333,시내
8022,182670202,금곡주공4단지,35.25322667,129.0138833,시내
8024,181820101,수정역,35.22285167,129.0091033,시내
8026,182680201,금곡주공5단지,35.251585,129.01354,시내
8027,182680303,금곡주공4단지후문,35.251965,129.0142117,시내
8028,181870301,금곡동주민센터,35.25041667,129.0126233,시내
8029,181860101,금곡동행정복지센터,35.250145,129.0126517,시내
8030,182320301,율리역,35.24691833,129.0130117,시내
8034,182760201,북구보건소.인도네시아센터,35.24055167,129.0140517,시내
8037,182570302,정화양로원,35.24371167,129.0194183,시내
8039,182570301,코오롱아파트,35.24436677,129.0216952,시내
8041,182570202,대천리중학교,35.24157833,129.02208,시내
8043,182570201,장원아파트,35.24175333,129.020045,시내
8045,183050201,북구보건소,35.23908167,129.0150717,시내
8047,183050301,화신중학교.화명역,35.23714565,129.0137464,시내
8049,181930101,와석,35.23406833,129.013735,시내
8053,183020101,북부경찰서,35.227835,129.011975,시내
8056,183020301,화명중학교,35.22514833,129.0098317,시내
8059,212040103,수정강변타운후문,35.219835,129.00744,시내
8061,182690201,낙동고등학교,35.21627333,129.00902,시내
8062,181820302,구룡사,35.21564667,129.0046267,시내
8064,182330401,덕천교차로,35.21207333,129.0047183,시내
8066,183140101,구포시장종점,35.21048,129.00297,시내
8069,182660301,구포역,35.2066303,128.996725,시내
8073,182630102,구포삼거리,35.20165496,128.9927509,시내
8079,182970201,북구청,35.19829868,128.9908507,시내
8081,201270101,북부자동차학원,35.1941678,128.9904172,시내
8082,182460301,구포현대아파트,35.19450803,128.9933367,시내
8084,182400101,금수선사,35.19562174,129.01434,시내
8085,212040102,북구문화빙상센터,35.21432167,129.0045167,시내
8087,182460101,구남역.구남중학교,35.19692252,128.9952171,시내
8089,183450302,백양고입구,35.19898837,128.9963279,시내
8091,183450101,구남시장,35.2005204,128.997918,시내
8093,183100302,구명역,35.20246068,128.9990339,시내
8095,182620102,구포초등학교,35.2041628,129.000803,시내
8098,183100101,구포시장남문.반도유보라아파트,35.20461025,129.0030119,시내
8100,182390301,고려당제과점,35.20407167,129.0042083,시내
8101,209880201,구포대진아파트,35.20214897,129.0044697,시내
8102,183220201,포천삼거리,35.19704,129.00669,시내
8103,183250101,부산과학기술대학교,35.19489,129.0068417,시내
8104,183210101,태평양아파트,35.19607167,129.0127517,시내
8105,184100101,구포3동,35.19755311,129.0150552,시내
8108,182410202,포천초교.태경해피타운,35.19545038,129.0103977,시내
8111,209880202,태양탕,35.19955485,129.0054603,시내
8115,183010301,구포시장동문,35.2061927,129.0044962,시내
8119,182280301,덕천역,35.21093546,129.0080248,시내
8123,182150201,숙등역.부민병원,35.21188167,129.0102917,시내
8124,182280101,숙등역,35.212015,129.013167,시내
8126,182120201,만덕교차로,35.21332919,129.0397172,시내
8127,182270201,구포전화국,35.21330596,129.0181803,시내
8130,182260101,남산정역,35.2132333,129.022908,시내
8133,182870101,이노비즈센터,35.21211568,129.0261211,시내
8136,182900302,만덕초등학교,35.21438729,129.0314433,시내
8137,182120501,만덕성당,35.21303,129.03031,시내
8139,182900301,만덕시장입구,35.21425,129.035341,시내
8141,182910102,만덕1동행정복지센터,35.2144691,129.0368354,시내
8144,182230301,만덕교차로.만덕역,35.21303667,129.0371567,시내
8146,182120202,만덕역.만덕사거리,35.2126516,129.038316,시내
8147,182640201,병풍사입구,35.21519704,129.0441387,시내
8149,182810102,만덕삼성아파트.만덕역,35.21195,129.03697,시내
8151,182820101,대성아파트입구,35.21042401,129.0349037,시내
8152,182110202,만덕2동주민센터,35.2100738,129.037573,시내
8155,182850201,만덕도서관,35.208155,129.0376417,시내
8158,183330101,백운공원,35.20698894,129.0419574,시내
8159,183370201,백양중학교,35.208205,129.041905,시내
8160,182920101,북부산농협신만덕지점,35.20947506,129.0383243,시내
8161,182810401,동문굿모닝힐아파트,35.20967,129.03556,시내
8163,182430101,만덕그린코아,35.2106603,129.030591,시내
8165,182880201,백산유치원,35.21058755,129.0273047,시내
8167,182880301,한성아파트,35.21134425,129.0223188,시내
8169,183060103,양천초등학교,35.21049426,129.0194371,시내
8171,182450301,청우파크,35.20986192,129.0160268,시내
8173,183060102,덕천주공아파트,35.20897046,129.013311,시내
8175,182990301,덕천주공입구,35.20950997,129.0114539,시내
8183,182570203,푸르지오헤리센트아파트,35.24013833,129.01668,시내
8190,183720301,부산솔로몬로파크,35.19887826,129.004092,시내
8191,183700201,부산학생예술문화회관.유림아파트,35.19790119,129.0032678,시내
8192,209870101,구포교회,35.20060935,128.9995541,시내
8200,181830201,롯데캐슬카이저남문,35.21874668,129.0086768,시내
8202,182210103,동원로얄듀크비스타,35.20817094,128.9986413,시내
8203,183700101,유림아파트.부산학생예술문화회관,35.19751138,129.0033341,시내
8204,181850103,화명역.화신중,35.23682129,129.0141256,시내
8205,500000000,백양초등학교,35.20809657,129.0345877,시내
8214,504310000,산성터널입구,35.23561888,129.0204197,시내
8216,504330000,화잠초등학교,35.234507,129.0179263,시내
8218,504350000,와석교차로(화명역),35.23463009,129.0156777,시내
8220,504370000,화명롯데마트(화명역),35.23490925,129.0129827,시내
8222,504390000,경부선화명역.고용복지센터,35.2353079,129.0098732,시내
8225,508190000,산성터널영업소,35.24009899,129.0237272,시내
8226,508510000,장미공원,35.23362632,129.0104372,시내
8228,508490000,용수초등학교,35.2275367,129.0093534,시내
8229,508530000,한국방송통신대,35.22515731,129.0080153,시내
8235,509130000,금곡역,35.26654113,129.0164461,시내
8236,509150000,동원역,35.25862394,129.0126902,시내
9001,202090202,당사입구,35.19786365,129.2059254,시내
9002,184860104,브라보주유소,35.19493424,129.2054749,시내
9004,187600302,송정2휴먼시아,35.19081247,129.2041362,시내
9006,187600303,동해선송정역,35.18722883,129.202474,시내
9008,187600304,송정해수욕장입구,35.18441461,129.2011819,시내
9009,184860201,송정,35.18351149,129.2014541,시내
9010,184860202,송정해수욕장,35.1822573,129.2039429,시내
9011,186750101,송정1단지주공,35.18148317,129.1997145,시내
9019,187200201,미포.문탠로드입구,35.161445,129.1725417,시내
9020,186430301,해운대보건소,35.16367667,129.179435,시내
9023,186140101,동백중학교,35.16237826,129.1771659,시내
9025,185420101,동백초등학교.해운대보건소,35.16384333,129.1799333,시내
9027,186430401,상록아파트,35.1652,129.179555,시내
9028,186420301,상록아파트107동앞,35.16563,129.1812183,시내
9029,186430101,SK뷰아파트,35.165045,129.1809017,시내
9032,187170301,영남아파트,35.16869001,129.182715,시내
9033,186360301,좌동재래시장입구,35.172525,129.1751533,시내
9037,185620201,한라아파트,35.17056667,129.1827533,시내
9038,185620401,부흥고.해운대백병원,35.172918,129.181328,시내
9039,186450101,신도시시장.아세안문화원,35.1748612,129.1808257,시내
9041,186160201,동일아파트,35.16664833,129.1707683,시내
9045,186200202,동신아파트,35.17631833,129.17888,시내
9047,186450402,동부아파트,35.17751534,129.1770493,시내
9050,186900201,이마트.중동역,35.16660173,129.1689617,시내
9051,186190401,대동상가,35.17826158,129.1743715,시내
9054,186190402,대림1차아파트,35.177483,129.172272,시내
9057,185660401,좌동재래시장,35.1733,129.173225,시내
9059,186010201,건널목삼거리,35.16693833,129.16252,시내
9060,507500000,장산역,35.16934695,129.1754502,시내
9061,186300101,장산역13번출구,35.16913667,129.1755983,시내
9064,187020102,대림3차아파트,35.175485,129.1688033,시내
9066,185530301,부대앞,35.17417667,129.16437,시내
9068,186210302,양운초등학교,35.173925,129.1674067,시내
9070,185840301,LH뜨란채아파트,35.17369833,129.1680667,시내
9071,187020201,신성아파트,35.173565,129.16803,시내
9074,185840201,한일아파트,35.17222,129.17008,시내
9078,186010302,해운대고교,35.17034833,129.16304,시내
9080,185830302,중동역.순복음교회,35.16844376,129.1676976,시내
9084,186030201,중1동,35.16210333,129.1674467,시내
9086,187220101,해운대온천사거리,35.16163333,129.1644817,시내
9090,185950301,해운대구청,35.16315,129.1644617,시내
9092,187090101,우일시장,35.16547,129.1603617,시내
9094,186580401,공작맨션,35.1667001,129.1584289,시내
9095,186600102,해운대관광고등학교,35.16787833,129.157115,시내
9097,186610202,우1치안센터,35.16598,129.1574933,시내
9099,185440301,아림비치맨션,35.164235,129.1568433,시내
9100,185430301,신동아아파트,35.16276167,129.1555917,시내
9107,210190201,해운대시장,35.1622456,129.1632219,시내
9109,184820201,인지중학교,35.204238,129.125029,시내
9112,185770201,해운대해수욕장입구,35.159715,129.161256,시내
9114,185580201,해운대해수욕장,35.15918393,129.1590618,시내
9117,186180101,동백섬입구,35.15831257,129.1539043,시내
9123,186660401,대우마리나아파트,35.15910713,129.146979,시내
9127,186640201,요트경기장.경남마리나아파트,35.16062832,129.1419442,시내
9129,186260201,요트경기장,35.16317333,129.141475,시내
9131,186260101,부산문화여고,35.1627266,129.144811,시내
9136,185130101,센텀시티역.벡스코,35.1695174,129.1332553,시내
9137,185220101,신세계센텀시티,35.16767667,129.1297867,시내
9143,184270101,동해선벡스코역,35.17212137,129.1330384,시내
9149,184790102,재송노인복지회관,35.18038167,129.1267517,시내
9150,184410101,유창맨션,35.18014833,129.1269317,시내
9151,184410102,재송초등학교,35.18387827,129.1264679,시내
9156,184750101,센텀동부센트레빌,35.18324333,129.1227933,시내
9162,184800302,부일교회,35.18786167,129.12192,시내
9164,184730102,재송시장입구,35.18736,129.1252717,시내
9166,184790201,재송농협,35.185265,129.1251367,시내
9169,184990101,동부지청,35.18889833,129.1267433,시내
9172,185000302,재송그린아파트,35.19186833,129.12809,시내
9174,185000301,재송중학교,35.193378,129.129562,시내
9175,185000101,반산초등학교,35.194084,129.130539,시내
9178,184980302,반여2동,35.19562817,129.1306203,시내
9180,184590102,수협장산지점,35.19827718,129.1313302,시내
9182,184980101,반여3동,35.19966667,129.13149,시내
9184,184590301,반여시장입구,35.19518667,129.1274283,시내
9186,184600101,센텀파미르아파트,35.19463,129.12574,시내
9187,184590302,더샵센텀그린,35.19434167,129.125225,시내
9188,184600103,재송삼익아파트,35.19188,129.121055,시내
9190,184230201,원동IC교차로,35.192935,129.11858,시내
9195,187960101,왕자맨션,35.19505167,129.1183617,시내
9196,208220101,반여동부산은행,35.196505,129.1186117,시내
9198,187590202,한화꿈에그린아파트,35.19866818,129.11838,시내
9200,184950101,장산초등학교,35.20059355,129.1192858,시내
9202,187590101,삼어교입구.선수촌아파트,35.20393667,129.1201133,시내
9204,184440101,강변자동차매매단지,35.2062329,129.1218458,시내
9206,184550201,중리,35.20849751,129.1234415,시내
9208,184550102,반석초등학교,35.21003667,129.1251583,시내
9210,184540101,풍산금속,35.21271284,129.1253876,시내
9213,184190201,석대사거리,35.21693,129.119735,시내
9214,184480301,반여농산물도매시장,35.21777634,129.1219971,시내
9216,184480102,석대화훼단지,35.21927499,129.1259577,시내
9218,184470304,석대동,35.22016893,129.1295267,시내
9220,184480103,석대역,35.21959642,129.1396808,시내
9222,184480104,옹기골,35.22133663,129.1437486,시내
9224,184480105,반송초등학교,35.22370142,129.1459901,시내
9226,184470201,반송우체국.영산대역,35.22524636,129.1478969,시내
9231,184870101,반송시장,35.22692374,129.1486092,시내
9233,184460201,반송보건지소,35.22900188,129.1486024,시내
9235,184180201,본동,35.22983333,129.1517317,시내
9237,184180101,반송본동,35.23095969,129.1514917,시내
9239,209060202,윗반송역,35.23305212,129.1545425,시내
9241,196200101,대진여객.고촌역,35.2357414,129.1597889,시내
9242,196200201,고촌역.대진여객,35.23534139,129.1591831,시내
9244,184580101,반송주공아파트,35.23257965,129.1596697,시내
9246,184530301,송운초등학교,35.22995167,129.1561283,시내
9248,184580202,반송주공아파트입구,35.23005,129.1587167,시내
9250,184570101,반송도개공입구,35.228695,129.1612283,시내
9251,184580201,삼한아파트,35.22868167,129.16122,시내
9252,184570102,남흥아파트,35.22815,129.162595,시내
9253,187180101,해운대구청어귀삼거리,35.16534044,129.1621958,시내
9257,208280201,대우2차아파트,35.17254932,129.1821925,시내
9260,184450201,신촌입구,35.20653434,129.1232044,시내
9261,184540201,반여농산물도매시장남문,35.213285,129.122502,시내
9263,184650301,일동아파트,35.20500021,129.1183061,시내
9265,184640201,센텀SK뷰아파트,35.20194167,129.1159233,시내
9267,184640202,안락현대아파트,35.19921513,129.1133959,시내
9268,165540201,안락SK2차아파트,35.19911667,129.1134017,시내
9269,174580206,벽산한솔타운,35.20622167,129.1190933,시내
9270,184810201,무정리길,35.20162472,129.1234846,시내
9272,184710201,무정초등학교,35.19801098,129.1227126,시내
9276,209940201,센텀초등학교,35.18047255,129.1213383,시내
9279,184350201,SK텔레콤,35.1734777,129.1282304,시내
9281,184320401,시청자미디어센터.KNN방송국,35.17219256,129.130266,시내
9283,184300201,롯데백화점센텀시티점,35.16967324,129.1317843,시내
9285,186950301,장산역.해운대문화회관,35.17046336,129.1753241,시내
9288,174580202,우신아파트,35.212812,129.118879,시내
9289,174580205,센텀강변현대아파트,35.208373,129.119738,시내
9291,184450202,장산성당,35.20534508,129.1250316,시내
9292,185770102,그랜드조선부산호텔,35.1602742,129.1629049,시내
9294,186780201,해운대문화회관,35.17040412,129.1749901,시내
9296,186120301,장산역.웅신시네아트,35.16913932,129.1762407,시내
9299,184380401,센텀파크,35.17907051,129.1228206,시내
9301,185040301,무정삼거리,35.19600833,129.1214,시내
9309,174580204,센텀SD아파트정문,35.20986393,129.1198601,시내
9316,184350401,센텀중학교,35.17650852,129.1248377,시내
9318,184560101,세종텔레콤,35.17510349,129.1275396,시내
9319,184560102,부산디자인진흥원,35.17405982,129.1298886,시내
9320,185320301,해강중고교,35.16342598,129.136547,시내
9321,184820102,반여초등학교,35.20358107,129.1276765,시내
9324,184480201,반여농산물도매시장동문,35.21472711,129.1246072,시내
9327,184590304,반여시장,35.19502279,129.1291684,시내
9330,184480202,반여농산물시장역,35.21765091,129.1246055,시내
9331,210210301,과정교,35.18460079,129.1189275,시내
9334,185110301,벡스코,35.16753979,129.1339473,시내
9337,184600105,재반보건지소,35.19264016,129.1229868,시내
9340,186910301,삼정코아아파트,35.16954298,129.1784569,시내
9342,185610201,장산역.화목아파트,35.17084,129.1788533,시내
9343,184590305,제반보건지소,35.19283,129.122928,시내
9344,216000101,동해선신해운대역,35.1812195,129.177698,시내
9345,186200301,해운대교육지원청,35.17696777,129.1761088,시내
9351,186090204,동백초등학교,35.16402831,129.1815689,시내
9353,186090205,중2동주민센터,35.16244193,129.180089,시내
9355,186090203,중동119안전센터,35.16130667,129.17643,시내
9357,186750201,광어골입구,35.17975204,129.1981289,시내
9359,186770201,KT송정타워,35.1774189,129.1965953,시내
9361,217040101,광어골,35.17425707,129.1965322,시내
9362,184840301,반여농산물시장서문,35.21444418,129.1206255,시내
9363,216790101,동영테크윈,35.22275352,129.1195576,시내
9364,216810201,삼원에프에이,35.22238872,129.1195481,시내
9365,216810101,(주)오토닉스,35.22063482,129.1188436,시내
9368,187060101,한마음스포츠센터,35.18017873,129.1773249,시내
9369,185210101,영화의전당,35.1702054,129.1279042,시내
9371,210210201,해운대구문화복합센터,35.18200373,129.1218676,시내
9372,187630101,동해선센텀역,35.17986898,129.1233542,시내
9373,187630102,포스코앞교차로,35.17757425,129.1252262,시내
