"정류장번호","위치명(정류장명)","설치년도","주소","좌표정보(위도)","좌표정보(경도)","데이터기준일자"
"6125","사직야구장","-","동래구 사직동 92-6","35.1963082563","129.0606368233","2021-01-13"
"6126","사직운동장","-","동래구 사직1동 101-7","35.1953775676","129.0650824862","2021-01-13"
"6129","사직운동장","-","동래구 사직동 101-23","35.19641","129.0654","2021-01-13"
"6131","사직야구장","-","동래구 사직1동 93-27","35.1961207583","129.0622805700","2021-01-13"
"6141","구)송월타울","-","동래구 사직동 160-3","35.1998007785","129.0775539247","2021-01-13"
"6142","(구)송월타올","-","동래구 사직3동 4-2","35.20032","129.078","2021-01-13"
"6143","동래경찰서","-","동래구 수안동 4-17","35.1999426505","129.0841464862","2021-01-13"
"6162","동래봉생병원","-","동래구 낙민동 16-1","35.1974684200","129.0952038335","2021-01-13"
"6163","우성아파트","-","동래구 낙민동 79-4","35.19494","129.0925","2021-01-13"
"6164","우성아파트","-","부산 동래구 낙민동 140","35.19496","129.0929","2021-01-13"
"6165","동래봉생병원","-","동래구 낙민동 14-3","35.1971323075","129.0954891962","2021-01-13"
"6170","안락경동아파트입구","-","동래구 안락동 243-59","35.1921872208","129.1047311771","2021-01-13"
"6195","충렬사.서원시장","-","동래구 안락동 419-24","35.2012942231","129.0982331352","2021-01-13"
"6197","충렬사서원시장","-","동래구 안락동 425-44","35.2003693579","129.0982184509","2021-01-13"
"6198","명장조양맨션","-","동래구 명장동 29-126","35.2040760294","129.1007706375","2021-01-13"
"6199","명장조양맨션","-","동래구 명장동 29-126","35.2040760294","129.1007706375","2021-01-13"
"6203","협진태양맨션(서동역방면)","-","동래구 명장동 490-2","35.2101282392","129.1048413909","2021-01-13"
"6204","협진태양맨션(명장정수사업소방면)","-","동래구 명장동 489-38","35.2101984563","129.1044620888","2021-01-13"
"6205","협진태양맨션","-","동래구 명장동 491-45","35.2104308216","129.1038683593","2021-01-13"
"6219","명장정수사업소","-","동래구 명장동 328-9","35.2076662993","129.1038881474","2021-01-13"
"6220","명장정수사업소","-","동래구 명장동 321-54","35.2080080829","129.1032568519","2021-01-13"
"6221","화신아파트","-","동래구 온천동 1227-3","35.2090082657","129.0657107664","2021-01-13"
"6226","뜨란채아파트","-","동래구 안락동 1242","35.1930834498","129.1096159798","2021-01-13"
"6229","안락교차로","-","부산 동래구 안락동 1065-2","35.1979837805","129.0971972382","2021-01-13"
"6239","쌍용예가입구","-","부산 동래구 사직동 1017","35.1966141878","129.0556129984","2021-01-13"
"6243","사직1동주민센터","-","동래구 사직동 50-16","35.1989713442","129.0619286581","2021-01-13"
"6247","온천프라자","-","부산 동래구 온천동 435-28","35.2152542219","129.0770795091","2021-01-13"
"6701","원동교 앞","-","동래구 안락2동 1067-1","35.1940011120","129.1128955026","2021-01-13"
"6702","원동교 앞","-","동래구 안락2동 59-8","35.1940991985","129.1119532949","2021-01-13"
"6703","안락뜨란채 삼거리","-","동래구 안락2동 269-4","35.1949","129.11","2021-01-13"
"6705","동래한전","-","동래구 안락2동 256-16","35.19644","129.1059","2021-01-13"
"6706","동래한전","-","동래구 안락1동 592-49","35.1969532143","129.1039952275","2021-01-13"
"6707","안락동 우체국 (동해선 안락역)","-","동래구 충렬대로409번길 3","35.19694","129.1021","2021-01-13"
"6708","안락동 우체국 (동해선 안락역)","-","동래구 충렬대로 390","35.1969173447","129.1009915470","2021-01-13"
"6709","낙민역(동래고등학교)","-","동래구 안락1동 1045-4","35.19963","129.0927","2021-01-13"
"6710","낙민역(동래고등학교)","-","동래구 수민동 201-1","35.2008366945","129.0841772398","2021-01-13"
"6711","동래시장","-","동래구 수민동 261-18","35.20097","129.0879","2021-01-13"
"6712","동래시장","-","동래구 수민동 273-2","35.2010677855","129.0871979220","2021-01-13"
"6713","수안역(동래교차로)","-","동래구 수안동 213","35.2017409257","129.0842757751","2021-01-13"
"6714","수안역(동래교차로)","-","동래구 수안동 202-1","35.2018368299","129.0838976978","2021-01-13"
"6715","메가마트 동래점","-","동래구 명륜동 450-32","35.2028272864","129.0820492176","2021-01-13"
"6716","메가마트 동래점","-","동래구 명륜동 506-13","35.2028710553","129.0809765847","2021-01-13"
"6717","동래역(내성교차로)","-","동래구 온천3동 526-1","35.20431","129.0784","2021-01-13"
"7002","동부산변전소","-","부산 남구 대연동 236-1","35.1471273375","129.0946120714","2021-01-13"
"7003","성모병원·대남초등학교 입구","-","부산 남구 대연동 236-1","35.1471273375","129.0946120714","2021-01-13"
"7006","구.남부경찰서","-","남구 대연동 77","35.1374600427","129.1002455512","2021-01-13"
"7007","경성대 부경대역","-","남구 대연동 77도","35.1374600427","129.1002455512","2021-01-13"
"7009","경성대학교입구","-","남구 대연동 56-7","35.1363987488","129.1007705153","2021-01-13"
"7010","경성대학교입구","-","남구 대연동 68-1","35.1363904767","129.1003069278","2021-01-13"
"7011","부경대대연캠퍼스","-","남구 대연동 582-1","35.1313453810","129.1021233924","2021-01-13"
"7012","부경대대연캠퍼스","-","남구 대연동 537-21","35.1322297104","129.1009636191","2021-01-13"
"7013","경성대학교","-","남구 대연동 405","35.1369096699","129.0977097076","2021-01-13"
"7014","경성대학교","-","남구 대연동 76-5","35.1358331043","129.0974363533","2021-01-13"
"7015","대연동제일은행","-","남구 대연동 334-5","35.1351965157","129.0948590966","2021-01-13"
"7016","대연동제일은행","-","남구 대연동 328-26","35.13552","129.0951","2021-01-13"
"7017","경동메르빌","-","남구 대연동 252-1","35.1506645426","129.0917764146","2021-01-13"
"7027","연포초등학교","-","남구 대연동 1789-8","35.1385101547","129.0816134897","2021-01-13"
"7028","대연SK뷰아파트","-","남구 문현동 94-17","35.1415300341","129.0785330092","2021-01-13"
"5152","당평초등학교","-","부산 부산진구 당감동 520-1","35.1600154289","129.0349487179","2021-01-13"
"5153","당평초등학교","-","부산진구 당감3동 518-3","35.16082","129.0362","2021-01-13"
"5154","당감1치안센터","-","진구 당감동 226","35.16202","129.0428","2021-01-13"
"5155","당감1치안센터","-","진구 당감동 232-4","35.1626948833","129.0438359480","2021-01-13"
"5163","부암교차로","-","부산진구 부암1동 36-1","35.16699","129.0516","2021-01-13"
"5165","부산진구청","-","부산진구 부암동 667-2","35.1634482665","129.0544386041","2021-01-13"
"5166","부산진구청","-","부산 부산진구 범전동 376","35.1653332799","129.0533250835","2021-01-13"
"5186","부전시장입구","-","부산진구 부전동 261-4","35.1590886960","129.0583720181","2021-01-13"
"5188","부전시장입구","-","부산진구 부전동 397-39","35.1593077264","129.0574941928","2021-01-13"
"5189","롯데호텔 백화점","-","부산진구 부전동 485-21","35.1579005307","129.0559890155","2021-01-13"
"5190","롯데호텔 백화점","-","부산진구 부전동 485-21","35.1579005307","129.0559890155","2021-01-13"
"5193","부암역.당감입구","-","부산진구 당감동 878-17","35.1591749183","129.0500694361","2021-01-13"
"5194","부암지하철역","-","부산진구 범천동 1066-8","35.15721","129.049","2021-01-13"
"5195","부암지하철역","-","부산진구 범천동 1054","35.1560216781","129.0493492645","2021-01-13"
"5196","CBS방송국","-","부산진구 범천동 1158-14","35.1526422178","129.0495464765","2021-01-13"
"5197","CBS방송국","-","부산진구 범천동 1181-10","35.1518975282","129.0508009051","2021-01-13"
"5211","범천2동주민센터","-","부산진구 범천2동 1255-30","35.1484055071","129.0538062002","2021-01-13"
"5212","범천2동주민센터","-","부산 부산진구 범천동 1254-5","35.1486024922","129.0539661831","2021-01-13"
"5213","경남아파트","-","부산 부산진구 범천동 1299","35.1433324479","129.0560290383","2021-01-13"
"5214","경남아파트","-","부산 부산진구 범천동 1288-1","35.1449861312","129.0560263195","2021-01-13"
"5215","중앙시장","-","부산진구 범천동 882-12","35.1440938598","129.0589193542","2021-01-13"
"5217","중앙시장","-","부산진구 범천동 886-44","35.1430775440","129.0590137728","2021-01-13"
"5218","중앙시장","-","부산진구 범천동 721-95","35.1427015065","129.0595586633","2021-01-13"
"5219","중앙시장","-","부산진구 범천동 721-95","35.1427015065","129.0595586633","2021-01-13"
"5221","중앙시장","-","부산진구 범천동 847-35","35.1438889876","129.0595576510","2021-01-13"
"5223","상공회의소","-","부산진구 범천동 854-1","35.1477829477","129.0613886622","2021-01-13"
"5227","범내골","-","부산진구 범천동 857-2","35.1486048445","129.0596649930","2021-01-13"
"5228","범내골","-","부산진구 범천동 869-12","35.1484030105","129.0588895778","2021-01-13"
"5229","범내골","-","부산진구 범천동 869-6","35.1491420386","129.0588587171","2021-01-13"
"5230","혜화사관학원","-","부산진구 범천동 864-1","35.1498780536","129.0582787431","2021-01-13"
"5234","서면복개로","-","부산진구 부전동 521-11","35.1538680589","129.0575353736","2021-01-13"
"5236","서면시장","-","부산진구 부전동 502-3","35.1560076688","129.0575472399","2021-01-13"
"5238","지오플레이스","-","부산진구 전포동 891-38","35.1495262903","129.0648619141","2021-01-13"
"5251","전포초등학교","-","부산진구 전포2동 658-2","35.1603247281","129.0626833295","2021-01-13"
"5259","경남공고","-","부산 부산진구 전포동 695-2","35.1528524843","129.0652315913","2021-01-13"
"5264","문전시장","-","부산진구 전포3동 362-73","35.1502417490","129.0669842047","2021-01-13"
"5265","성북초등학교","-","부산진구 전포동 372-34","35.1497000325","129.0672445786","2021-01-13"
"5268","가야시장","-","부산진구 가야동 24-12","35.1562767252","129.0434443685","2021-01-13"
"5269","가야시장","-","부산진구 가야동 4-5","35.1558711503","129.0446220286","2021-01-13"
"5278","부전도서관","-","부산진구 부전동 168-269","35.1558036569","129.0619550149","2021-01-13"
"5279","경남공고","-","부산진구 부전동 224-7","35.1526230588","129.0613589261","2021-01-13"
"5281","부전도서관","-","부산진구 전포1동 683-7","35.1552704819","129.0625293629","2021-01-13"
"5283","개금삼거리","-","부산진구 개금동 186-22","35.1534602278","129.0258170373","2021-01-13"
"5292","당감3동우체국","-","부산 부산진구 당감동 520-1","35.1600154289","129.0349487179","2021-01-13"
"5299","연지한신타워","-","부산진구 연지동 9-14","35.1757081462","129.0545857865","2021-01-13"
"5319","롯데호텔 백화점","-","진구 부전동","35.1561936024","129.0580762044","2021-01-13"
"5321","롯데호텔 백화점","-","진구 부전동","35.1561936024","129.0580762044","2021-01-13"
"5342","부산시민공원","-","부산진구 연지동 100-8","35.17077","129.0562","2021-01-13"
"5344","부산글로벌빌리지(부암역)","-","부산진구 부전2동 376-2","35.15712","129.0511","2021-01-13"
"5349","경남공고","-","부산진구 부전동 882-24","35.15199","129.0625","2021-01-13"
"5701","상수도사업본부","-","부산진구 양정동 322","35.1761877661","129.0730618173","2021-01-13"
"5702","상수도사업본부","-","부산진구 양정동 322","35.1761877661","129.0730618173","2021-01-13"
"5703","양정역","-","부산진구 양정동 408","35.1718051942","129.0703108430","2021-01-13"
"5704","양정역","-","부산진구 양정동 408","35.1718051942","129.0703108430","2021-01-13"
"5705","송상현광장","-","부산진구 범전동 381-3","35.1665232776","129.0656593903","2021-01-13"
"5706","송상현광장","-","부산진구 범전동 383-7","35.1655596722","129.0648929479","2021-01-13"
"5707","부전역","-","부산진구 부전동 573-1","35.1577474244","129.0600509957","2021-01-13"
"5708","부전시장","-","부산진구 부전동 573-1","35.1577474244","129.0600509957","2021-01-13"
"5709","부전시장","-","부산진구 부전동 573-1","35.1577474244","129.0600509957","2021-01-13"
"5710","서면역.서면지하상가","-","부산진구 부전동 573-1","35.1577474244","129.0600509957","2021-01-13"
"5711","서면역.서면지하상가","-","부산진구 부전동 573-1","35.1577474244","129.0600509957","2021-01-13"
"5712","서면한전","-","부산진구 부전동 573-1","35.1577474244","129.0600509957","2021-01-13"
"5713","서면한전","-","부산진구 부전동 573-1","35.1577474244","129.0600509957","2021-01-13"
"6005","금강원입구","-","동래구 온천동 135-7","35.2202466123","129.0805985741","2021-01-13"
"6008","금강원입구","-","동래구 온천동 193-3","35.2180469722","129.0790635920","2021-01-13"
"6010","온천장","-","부산 동래구 온천동 1754-6","35.2199707073","129.0828809217","2021-01-13"
"6011","SK허브스카이","-","동래구 온천동 153-3","35.2218522231","129.0848063193","2021-01-13"
"6015","온천장지하철역","-","동래구 온천동 159-30","35.2183048624","129.0841829831","2021-01-13"
"6018","온천입구","-","동래구 명륜동 5-5","35.2162718747","129.0852706956","2021-01-13"
"6022","온천장입구","-","동래구 온천동 174-12","35.2168339811","129.0830120269","2021-01-13"
"6023","온천장","-","동래구 온천동 172-23","35.2182301327","129.0835354925","2021-01-13"
"6024","온천장 입구","-","동래구 온천1동 180-14","35.2181551552","129.0825775609","2021-01-13"
"6027","전자공고","-","동래구 온천동 442-12","35.2151801008","129.0776544371","2021-01-13"
"6030","롯데백화점동래점","-","동래구 온천동 474-19","35.2127924352","129.0781200864","2021-01-13"
"6033","명륜동역","-","동래구 온천동 721-2","35.2135","129.0797","2021-01-13"
"6034","명륜역","-","동래구 명륜동 721-2","35.2138239617","129.0807488798","2021-01-13"
"6038","한국소방안전협회","-","동래구 명륜동 65-18","35.21435","129.0834","2021-01-13"
"6041","동래우체국","-","동래구 명륜동 674-67","35.20984","129.0825","2021-01-13"
"6045","동래우체국","-","동래구 명륜동 671-19","35.2093077693","129.0821940697","2021-01-13"
"6046","롯데백화점동래점","-","동래구 온천동 505-5","35.21026","129.0778","2021-01-13"
"6050","농협","-","동래구 온천2동 731-4","35.2102211841","129.0731543615","2021-01-13"
"6052","온천초등학교","-","동래구 온천2동 100-03","35.21197","129.0733","2021-01-13"
"6064","동래럭키아파트","-","동래구 온천2동 728-50","35.2088139738","129.0728948062","2021-01-13"
"6065","럭키아파트","-","동래구 온천2동 728-89","35.2085415967","129.0728292484","2021-01-13"
"6066","동래역","-","동래구 온천2동 1436-7","35.20596","129.0778","2021-01-13"
"4034","흰여울문화마을","-","영도구 영선동4가 740","35.0795501116","129.0445487894","2021-01-13"
"4036","흰여울문화마을","-","영도구 영선동4가 415","35.0801230094","129.0440933393","2021-01-13"
"4038","신선중학교","-","영도구 신선동3가 88-4","35.0818784640","129.0448167337","2021-01-13"
"4040","신선동주민센터","-","영도구 신선동3가 81-3","35.0837750165","129.0452369366","2021-01-13"
"4056","교통순찰대","-","영도구 봉래동4가 47-1","35.0937477757","129.0464483742","2021-01-13"
"4057","교통순찰대","-","영도구 봉래동4가 45-18","35.0938808107","129.0461268220","2021-01-13"
"4058","교통순찰대","-","영도구 봉래2동 50-23","35.09375","129.046","2021-01-13"
"4059","한성맨션","-","부산 영도구 봉래동5가 3","35.0964960804","129.0502929167","2021-01-13"
"4060","한성맨션","-","부산 영도구 봉래동5가 71-3","35.0944131785","129.0500492042","2021-01-13"
"4061","한진중공업","-","영도구 청학동 330-3","35.0985134632","129.0537353809","2021-01-13"
"4063","한진중공업","-","영도구 청학1동 391-813","35.09564","129.0536","2021-01-13"
"4064","SK부산저유소","-","영도구 청학동 531-6","35.0975524452","129.0552935129","2021-01-13"
"4065","신도브래뉴아파트","-","영도구 청학동 536","35.0970191046","129.0558052306","2021-01-13"
"4066","청학시장","-","영도구 청학동 307-89","35.0970864886","129.0597713831","2021-01-13"
"4067","청학동부산은행","-","영도구 청학2동 221-5","35.0965039574","129.0615637239","2021-01-13"
"4068","청학동 부산은행","-","영도구 청학동 222-57","35.0963828675","129.0618799688","2021-01-13"
"4070","청학주유소","-","영도구 청학동 27-1","35.0941509423","129.0649076255","2021-01-13"
"4073","영도구청","-","영도구 청학동 72-2","35.0898785082","129.0681258882","2021-01-13"
"4074","동삼주공","-","영도구 동삼동 207-97","35.0862599566","129.0723097915","2021-01-13"
"4082","동삼삼거리","-","부산 영도구 동삼동 215-107","35.0843943199","129.0724489594","2021-01-13"
"4083","동삼삼거리","-","부산 영도구 동삼동 221-24","35.0850862015","129.0723456520","2021-01-13"
"4084","일동미라주아파트","-","영도구 동삼동 1170","35.0822162514","129.0702200256","2021-01-13"
"4085","일동미라주","-","영도구 동삼동 231-1","35.0811777024","129.0709346376","2021-01-13"
"4086","동삼주택","-","영도구 동삼동 268-2","35.0789961519","129.0706760237","2021-01-13"
"4088","동삼동국민은행","-","영도구 동삼동 361-4","35.0761851217","129.0721374677","2021-01-13"
"4101","동삼동전화국","-","영도구 동삼동 510-34","35.0732892169","129.0715095696","2021-01-13"
"4103","벽산비치타운","-","영도구 동삼동 510-27","35.0748721301","129.0696308247","2021-01-13"
"4107","동삼중학교","-","영도구 동삼1동 510-4","35.0758148378","129.0677459352","2021-01-13"
"4109","절영아파트","-","영도구 동삼동 510","35.0767270264","129.0644451313","2021-01-13"
"4119","조양아파트","-","영도구 동삼동 441-8","35.0721696078","129.0711452945","2021-01-13"
"4123","남고교","-","영도구 동삼동 592","35.0697468591","129.0658869234","2021-01-13"
"4125","함지그린아파트","-","영도구 동삼동 628-11","35.0703183989","129.0618786542","2021-01-13"
"4127","절영복지회관","-","영도구 함지로 33","35.0719093350","129.0619101359","2021-01-13"
"4130","75광장","-","영도구 동삼동 628-25","35.0705082097","129.0580001675","2021-01-13"
"4131","75광장","-","영도구 동삼1동 산149-44","35.07105","129.0586","2021-01-13"
"4137","영선아파트","-","부산 영도구 영선동4가 1053-2","35.0777973003","129.0463074685","2021-01-13"
"4187","영선2동주민센터","-","영도구 영선동2가 116-1","35.0869913569","129.0420002334","2021-01-13"
"4188","영선2동주민센터","-","부산 영도구 영선동2가 245","35.0884510854","129.0423956946","2021-01-13"
"4195","한진중공업","-","영도구 청학1동 383-23","35.09564","129.0529","2021-01-13"
"5005","동호정보고등학교","-","부산진구 양정2동 138-20","35.1751155130","129.0764098255","2021-01-13"
"5006","가야1치안센터","-","진구 가야동 270-1","35.1546669862","129.0369921231","2021-01-13"
"5011","양정지하철역","-","부산진구 양정동 271-54","35.1741064893","129.0737122502","2021-01-13"
"5014","양정지하철역","-","부산진구 양정동 94-11","35.1735291784","129.0734561321","2021-01-13"
"5018","백조아파트","-","부산진구 양정동 386-5","35.1737668234","129.0689882593","2021-01-13"
"5023","양정대원칸타빌","-","부산진구 양정동 401-12","35.1701861207","129.0676083177","2021-01-13"
"5025","국제백양아파트","-","부산진구 당감동 792-4","35.1689240917","129.0271418309","2021-01-13"
"5026","양정칸타빌아파트","-","부산 부산진구 양정동 376-1","35.1706595606","129.0671930613","2021-01-13"
"5027","하마정","-","부산진구 양정동 489-13","35.17429","129.0674","2021-01-13"
"5028","하마정","-","부산진구 양정동 501-22","35.1749816102","129.0662320868","2021-01-13"
"5029","양정현대아파트","-","부산진구 양정동 507-9","35.1745528220","129.0654302456","2021-01-13"
"5030","정묘사","-","부산진구 양정1동 510-8","35.17448","129.0615","2021-01-13"
"5031","정묘사","-","부산진구 양정1동 511-26","35.17421","129.0617","2021-01-13"
"5032","화인아파트","-","부산진구 연지동 40-6","35.1719768894","129.0590314411","2021-01-13"
"5033","화인아파트","-","부산진구 연지동 69-1","35.17163","129.0594","2021-01-13"
"5034","부산시민공원","-","부산 부산진구 연지동 42-26","35.1711005923","129.0563539821","2021-01-13"
"5037","성의신용협동조합","-","부산진구 연지동 73-28","35.17329","129.0549","2021-01-13"
"5044","삼광사입구","-","부산진구 새싹로 243","35.1777347909","129.0479354607","2021-01-13"
"5045","삼광사입구","-","부산진구 초읍동 260-48","35.1774910639","129.0483541050","2021-01-13"
"5051","LG사이언스홀","-","부산 부산진구 연지동 375-1","35.1701052431","129.0500465563","2021-01-13"
"5058","부암새고개","-","부산진구 부암동 281-6","35.1659701632","129.0459173067","2021-01-13"
"5059","부암새고개","-","부산진구 부암동 736","35.1651522498","129.0444509830","2021-01-13"
"5060","동의대학교입구","-","부산진구 가야동 170-14","35.1535639887","129.0313189317","2021-01-13"
"5062","당감시장","-","부산진구 부암동 346-17","35.1659214126","129.0412126717","2021-01-13"
"5063","당감시장","-","부산진구 당감동 300-27","35.1657791522","129.0412160293","2021-01-13"
"5064","네오스포","-","부산진구 부전동 449-62","35.15307","129.054","2021-01-13"
"5069","가야1치안센터","-","진구 가야동 55-2","35.1548823791","129.0367501697","2021-01-13"
"5079","가야전신전화국","-","부산진구 가야동 143-48","35.1536627436","129.0285345820","2021-01-13"
"5084","화승삼성아파트","-","부산진구 당감동 321-1","35.1671696311","129.0391738968","2021-01-13"
"5086","당감사거리","-","부산진구 당감동 282-10","35.1654656221","129.0398050432","2021-01-13"
"5087","당감초등학교","-","부산진구 당감동 252-23","35.1633717153","129.0398400916","2021-01-13"
"5097","국제프라자아파트","-","부산진구 당감동 792-13","35.1678779454","129.0275336554","2021-01-13"
"5101","개금주공아파트","-","부산진구 개금3동 65-3","35.1586045005","129.0306627684","2021-01-13"
"5102","개포초등학교","-","부산 부산진구 개금동 53-7","35.1587940510","129.0296285357","2021-01-13"
"5104","개금3동주민센터","-","부산진구 개금동 218-15","35.1561592758","129.0228543574","2021-01-13"
"5107","신개금엘지아파트","-","부산진구 개금동 461-13","35.1544013667","129.0189549250","2021-01-13"
"5109","가야전신전화국","-","부산진구 가야동 136-70","35.1535537124","129.0288513946","2021-01-13"
"5110","냉정고개","-","사상구 주례동 52-191","35.1518083098","129.0153150746","2021-01-13"
"5112","냉정고개","-","진구 개금동 496","35.1520345178","129.0181988117","2021-01-13"
"5144","개금삼거리","-","진구 개금동 164-1","35.1528551812","129.0261134317","2021-01-13"
"5145","개금삼거리","-","진구 개금동 186-24","35.15345","129.025","2021-01-13"
"5147","개금3동주민센터","-","부산진구 개금동 277-12","35.1557719534","129.0233021138","2021-01-13"
"5148","대한주택공사","-","부산진구 개금3동 59-3","35.1571745436","129.0253394323","2021-01-13"
"5149","개포초등학교","-","부산 부산진구 개금동 118-2","35.1579127411","129.0281258149","2021-01-13"
"5150","개금주공아파트","-","부산진구 개금동 569-2","35.1585353073","129.0308230124","2021-01-13"
"3047","초량6동주민센터","-","부산 동구 초량동 824-1","35.1200932525","129.0346332817","2021-01-13"
"3049","화신아파트","-","동구 초량동 865-168","35.1181935871","129.0309803774","2021-01-13"
"3050","화신아파트","-","동구 초량동 865-166","35.1183245987","129.0317877883","2021-01-13"
"3051","동일파크맨션","-","동구 초량2동 872-15","35.11688","129.0336","2021-01-13"
"3052","동일파크맨션","-","동구 초량2동 876-3","35.1169658616","129.0338259304","2021-01-13"
"3054","부산역","-","동구 초량동 1208-31","35.1150258552","129.0391855823","2021-01-13"
"3058","부산역","-","동구 초량동 1207-21","35.1156245378","129.0394941025","2021-01-13"
"3060","부산역","-","동구 초량동 1187-1","35.1157106053","129.0428212388","2021-01-13"
"3063","부산역","-","동구 초량동 부산역 12번출구","35.11566","129.0403","2021-01-13"
"3064","부산역","-","동구 초량동 부산역 9번출구","35.11659","129.0402","2021-01-13"
"3066","초량지구대","-","동구 초량동 296-40","35.1181178606","129.0377717035","2021-01-13"
"3067","초량지구대","-","부산 동구 초량동 291-5","35.1183383634","129.0380779329","2021-01-13"
"3068","부산고교","-","동구 초량동 1118-3","35.1204971508","129.0381617747","2021-01-13"
"3069","부산고교","-","동구 초량동 280-5","35.1201976558","129.0384478162","2021-01-13"
"3070","부산고교","-","부산 동구 초량동 130-3","35.1204222987","129.0392040681","2021-01-13"
"3081","초량","-","동구 초량동 45-16","35.1197102393","129.0415131671","2021-01-13"
"3082","초량","-","부산 동구 초량동 1072-1","35.1220587394","129.0423817917","2021-01-13"
"3086","인창병원","-","동구 수정동 397-38","35.1227222013","129.0427814840","2021-01-13"
"3091","안창병원","-","동구 초량동 1163-2","35.1227525950","129.0441959542","2021-01-13"
"3092","초량역","-","동구 중앙대로 290","35.1224125509","129.0440056006","2021-01-13"
"3095","YMCA","-","동구 초량동 1152-4","35.1249518956","129.0454722854","2021-01-13"
"3097","YMCA","-","동구 초량동 1143-16","35.1256251764","129.0450388591","2021-01-13"
"3098","고관입구","-","동구 수정동 103-1","35.1267175388","129.0457188250","2021-01-13"
"3099","고관입구","-","동구 수정동 96-7","35.1264090252","129.0451983139","2021-01-13"
"3100","고관입구","-","동구 수정동 96-4","35.1262312762","129.0448962845","2021-01-13"
"3105","수정초등학교","-","동구 수정동 247-7","35.1303903765","129.0468158383","2021-01-13"
"3107","봉생병원","-","동구 수정2동 229-8","35.1306439585","129.0504187239","2021-01-13"
"3108","부산진역","-","동구 수정동 1-136","35.1288590979","129.0484801404","2021-01-13"
"3110","부산진역","-","동구 수정동 1-48","35.1287451231","129.0484094958","2021-01-13"
"3120","부산진역","-","동구 좌천동 1164-2","35.1293061996","129.0500392080","2021-01-13"
"3121","부산진역","-","동구 좌천동 1164-2","35.1293061996","129.0500392080","2021-01-13"
"3122","부산진역","-","동구 좌천동 1164-2","35.1293061996","129.0500392080","2021-01-13"
"3125","범일5동주민센터","-","부산 동구 좌천동 68-960","35.1302179144","129.0545553259","2021-01-13"
"3127","대양산업","-","부산 동구 범일동 252-1852","35.1328337732","129.0596422107","2021-01-13"
"3131","부산진시장","-","동구 범일2동 318-1","35.1365140409","129.0596210642","2021-01-13"
"3132","부산진시장","-","동구 범일동 391-6","35.13651","129.0595","2021-01-13"
"3133","부산진시장","-","동구 범일동 633-20","35.1365043414","129.0593116807","2021-01-13"
"3134","부산진시장","-","동구 범일동 633-20","35.1365043414","129.0593116807","2021-01-13"
"3136","좌천동가구거리","-","동구 좌천동 408-1","35.1353299161","129.0550255119","2021-01-13"
"3138","좌천동가구거리","-","동구 좌천동 207-2","35.13515","129.0555","2021-01-13"
"3139","범일동지하철역","-","동구 범일동 933-4","35.1382290518","129.0590907448","2021-01-13"
"3140","부산은행본점","-","동구 범일동 832-6","35.1384383286","129.0596245717","2021-01-13"
"3143","자성대","-","동구 범일동 830-29","35.1375899843","129.0625157023","2021-01-13"
"3144","시민회관","-","동구 범일동 830-63","35.1382236597","129.0621624283","2021-01-13"
"3146","(구)영남예식장","-","동구 범일동 830-27","35.1388554527","129.0609930080","2021-01-13"
"3147","부산진소방서","-","동구 범일동 833-22","35.1398245207","129.0596657549","2021-01-13"
"3149","자유시장","-","동구 범일동 830-25","35.1405543824","129.0602481514","2021-01-13"
"3150","자유시장","-","동구 범일동 830-24","35.1409872181","129.0610635481","2021-01-13"
"3151","덕림아파트","-","부산 동구 수정동 1043-102","35.1263699546","129.0386138374","2021-01-13"
"3153","초량어린이집","-","동구 초량동 827-235","35.1194708941","129.0309490259","2021-01-13"
"3154","초량어린이집","-","동구 초량동 832-8","35.1194551087","129.0317454547","2021-01-13"
"3155","(구)해룡약국","-","동구 초량동 814-34","35.1198895648","129.0356969358","2021-01-13"
"3156","부산서중학교","-","부산 동구 초량동 754-1215","35.1257262543","129.0346840245","2021-01-13"
"3159","범일초등학교입구","-","동구 범일동 1422-40","35.1399620121","129.0517180313","2021-01-13"
"3161","나웅하이빌","-","동구 범일동 1338-39","35.1390705263","129.0531571468","2021-01-13"
"3162","나웅하이빌","-","동구 범일동 1355-11","35.1387457908","129.0540528475","2021-01-13"
"3163","문화아파트","-","동구 좌천동 729-6","35.1365625021","129.0537891128","2021-01-13"
"3164","문화아파트","-","동구 좌천동 709-21","35.1363417604","129.0539884893","2021-01-13"
"3165","금성고교","-","동구 좌천동 780-1","35.1348102776","129.0518532134","2021-01-13"
"3166","금성고교","-","동구 좌천동 785-3","35.1347213112","129.0524502682","2021-01-13"
"3167","좌이경로당","-","동구 좌천동 818-27","35.1331940889","129.0496834238","2021-01-13"
"3169","하승빌라","-","동구 좌천동 853-18","35.1339143681","129.0482515986","2021-01-13"
"3170","하승빌라","-","동구 좌천동 852-18","35.1335457926","129.0480969049","2021-01-13"
"3175","한성기린아파트","-","동구 범일1동 87-2","35.1395129325","129.0565025476","2021-01-13"
"3177","범일초등학교입구","-","동구 범일동 1422-35","35.1401458592","129.0516323577","2021-01-13"
"3182","수정산가족체육공원입구","-","동구 수정동 702-29","35.1317509628","129.0405388914","2021-01-13"
"3186","눌원빌딩","-","동구 범일동 825-3","35.1366441549","129.0650157449","2021-01-13"
"4001","미광마린타워","-","영도구 봉래동2가 112-6","35.0937023447","129.0433778500","2021-01-13"
