"정류장번호","위치명(정류장명)","설치년도","주소","좌표정보(위도)","좌표정보(경도)","데이터기준일자"
"13081","태광아파트","-","연제구 연산9동 418-10","35.1868321134","129.1069448106","2021-01-13"
"13082","부산소방본부","-","연제구 연산동 478-8","35.1852207183","129.1074395174","2021-01-13"
"13085","부산소방본부","-","연제구 연산동 479-5","35.1839248352","129.1068665568","2021-01-13"
"13086","망미주공아파트","-","부산 연제구 연산동 490-6","35.1809959253","129.1069800557","2021-01-13"
"13088","망미주공아파트","-","연제구 연산동 491-12","35.1810388575","129.1074542316","2021-01-13"
"13090","선경아파트","-","연제구 연산동 2235-1","35.1789760949","129.1073627695","2021-01-13"
"13091","배산지하철역","-","연제구 연산동 1805-10","35.1731967313","129.0959210558","2021-01-13"
"13093","배산역","-","연제구 연산동 2121-3","35.1736367975","129.0960805182","2021-01-13"
"13094","배산지하철역","-","연제구 연산동 1800-12","35.1733478636","129.0952957375","2021-01-13"
"13097","한독아파트","-","연제구 연산동 1873-114","35.17399114","129.0911337","2021-01-13"
"13098","한독아파트","-","연제구 연산동 1873-114","35.17391665","129.0913534","2021-01-13"
"13100","한독아파트","-","연제구 연산동 1868-4","35.1744165090","129.0899740826","2021-01-13"
"13101","신리삼거리","-","연제구 연산동 1927-2","35.1744972092","129.0874796190","2021-01-13"
"13103","신리삼거리","-","연제구 연산동 1938-16","35.1742877314","129.0878535642","2021-01-13"
"13104","신리삼거리","-","연제구 연산동 1940-13","35.1743603794","129.0872307146","2021-01-13"
"13106","연제구청","-","연제구 연산2동 844-2","35.1751429861","129.0812550284","2021-01-13"
"13107","연제구청","-","연제구 연산동 822-7","35.1758702930","129.0812664390","2021-01-13"
"13116","반도보라아파트","-","연제구 연산동 766-53","35.1835413216","129.0830144702","2021-01-13"
"13117","반도보라아파트","-","연제구 연산동 709-2","35.1845435331","129.0821531471","2021-01-13"
"13123","부산의료원","-","연제구 거제동 1264-2","35.1889735158","129.0619040553","2021-01-13"
"13130","부산의료원","-","연제구 거제동 1292-12","35.1887604120","129.0606326703","2021-01-13"
"13137","법원검찰청","-","연제구 거제동 465-11","35.1897786099","129.0751677591","2021-01-13"
"13143","창신초등학교","-","연제구 거제동 894-26","35.1924025641","129.0666675432","2021-01-13"
"13144","연산중학교","-","연제구 연산동 333-14","35.1854863936","129.0880978154","2021-01-13"
"13145","연산중학교","-","연제구 연산동 331-5","35.1857489285","129.0888640133","2021-01-13"
"13148","부산소방본부","-","연제구 연산9동 243-15","35.18469333","129.1058967","2021-01-13"
"13149","엘지아파트","-","부산 연제구 연산동 243-14","35.1849639917","129.1051443811","2021-01-13"
"13150","엘지아파트","-","부산 연제구 연산동 243-18","35.1837585514","129.1036030373","2021-01-13"
"13153","거제역","-","부산 연제구 거제동 18-53","35.1881353646","129.0755771202","2021-01-13"
"13155","현대아파트","-","연제구 고분로112번길 2","35.1856924083","129.0944094248","2021-01-13"
"13157","경상대학 서문","-","연제구 연산동 374-31","35.1857585155","129.0976957905","2021-01-13"
"13158","부산소방본부","-","연제구 연산9동 481-4","35.1843422460","129.1081711327","2021-01-13"
"13161","수영강푸르지오아파트","-","연제구 연산동 137-10","35.1846291036","129.1111846834","2021-01-13"
"13169","파크시티아파트입구","-","연제구 연산동 382-21","35.1880600407","129.0985233544","2021-01-13"
"13701","교대역","-","연제구 거제동 116-1","35.1974518673","129.0792103301","2021-01-13"
"13702","동해선 교대역","-","연제구 거제동 629","35.1927191377","129.0799214701","2021-01-13"
"13703","동해선 교대역","-","연제구 연산동 461-5","35.19419234","129.0796428","2021-01-13"
"13704","연산역.연산교차로","-","연제구 연산동 1515-1","35.1891715001","129.0808429003","2021-01-13"
"13705","연산역.연산교차로","-","연제구 연산동 1515-1","35.1891715001","129.0808429003","2021-01-13"
"13706","연산역.연제초교","-","연제구 연산동 1515-15","35.1842605807","129.0802182276","2021-01-13"
"13707","연산역.연제초교","-","연제구 연산동 1515-15","35.1842605807","129.0802182276","2021-01-13"
"13708","부산시청","-","연제구 연산동 1328-9","35.1805233851","129.0772169471","2021-01-13"
"13709","부산시청","-","연제구 연산동 1426-3","35.1782915382","129.0754276221","2021-01-13"
"13713","동해선 교대역","-","연제구 거제동 65-6","35.1943671886","129.0795898053","2021-01-13"
"14001","망미우체국","-","수영구 과정로61","35.1768638182","129.1070768680","2021-01-13"
"14002","오양아파트","-","수영구 망미1동 601-1","35.1776899094","129.1072162918","2021-01-13"
"14003","망미중앙시장","-","수영구 망미동 413-4","35.1756691445","129.1076577920","2021-01-13"
"12012","대사리2구","-","강서구 강동동 119","35.2180308819","128.9365568700","2021-01-13"
"12013","원예시험장","-","강서구 강동동 29-309","35.2167220472","128.9404985636","2021-01-13"
"12014","대사리3구","-","강서구 강동동 29-3","35.2156737990","128.9436322073","2021-01-13"
"12015","평강","-","강서구 대저1동 1692-7","35.2139750503","128.9487171224","2021-01-13"
"12017","강서복지회관,우편집중국","-","강서구 대저1동 1527-3","35.2148794423","128.9592625610","2021-01-13"
"12018","낙동중학교","-","강서구 대저1동 1490-2","35.2149848950","128.9636154195","2021-01-13"
"12021","강서구청","-","강서구 대저1동 2372-3","35.2128898584","128.9815127057","2021-01-13"
"12024","대사리1구","-","강서구 강동동 245-6","35.2192189929","128.9330564997","2021-01-13"
"12025","대사리1구","-","강서구 강동동 250-17","35.2198391358","128.9327886507","2021-01-13"
"12028","경전철 덕두역","-","강서구 공항동 1854-3","35.18131954","128.9541054","2021-01-13"
"12031","강서구청역","-","강서구 대저1동 2302-1","35.2110050677","128.9806094344","2021-01-13"
"12032","강서구청지하철역","-","강서구 대저1동 2324-1","35.21085717","128.9805811","2021-01-13"
"12034","강서경찰서","-","강서구 명지동 608-1269","35.1179287482","128.9064363170","2021-01-13"
"12037","명지새동네","-","강서구 명지동 1550","35.1005284232","128.9272466846","2021-01-13"
"12038","명지새동네","-","강서구 명지동 1452-2","35.1081419390","128.9296617392","2021-01-13"
"12041","삼성자동차정문","-","강서구 신호동 25-1151","35.0891290428","128.8768773176","2021-01-13"
"12056","경제자유구역청","-","강서구 송정동 1706","35.0865862368","128.8394595089","2021-01-13"
"12060","명지신도시","-","강서구 명지동 3229-12","35.0885920104","128.9024298180","2021-01-13"
"12062","명지신도시","-","강서구 명지동 3228-3","35.0895696465","128.9006480375","2021-01-13"
"12068","녹산폐기물매립장","-","강서구 송정동 1686-2","35.0896237066","128.8666175251","2021-01-13"
"12070","삼성자동차정문","-","강서구 신호동 25-990","35.0890998071","128.8765129646","2021-01-13"
"12079","경제자유구역청","-","강서구 송정동 1703-2","35.0867428972","128.8391843231","2021-01-13"
"12092","진동","-","강서구 명지동 1584-14","35.0979852265","128.9268968900","2021-01-13"
"12101","경일중학교","-","강서구 명지동 3179-1","35.1136010895","128.9243859729","2021-01-13"
"12102","경일중학교","-","강서구 명지동 165-5","35.1131796346","128.9241909317","2021-01-13"
"12115","녹산","-","강서구 녹산동 253-8","35.1135671876","128.8857100648","2021-01-13"
"12118","녹산중학교","-","강서구 녹산동 137-2","35.1171957607","128.8895005399","2021-01-13"
"12136","동리","-","강서구 명지동 1538-3","35.1005696291","128.9280556030","2021-01-13"
"12147","명지시장","-","강서구 명지동 1-257","35.1117683518","128.9319572441","2021-01-13"
"12149","렛츠런파크입구","-","강서구 범방동 340-18","35.1523079643","128.8818677501","2021-01-13"
"12150","렛츠런파크입구","-","강서구 범방동 363-46","35.1520362495","128.8809165271","2021-01-13"
"12164","삼성자동차남문","-","강서구 신호동 196","35.0891977668","128.8819308755","2021-01-13"
"12165","삼성자동차남문","-","강서구 신호동 25-973","35.0889925069","128.8804769124","2021-01-13"
"12181","성산다리","-","강서구 녹산동 산5-8","35.1215270274","128.8938865401","2021-01-13"
"12194","수로다리","-","강서구 대저1동 1422-2","35.2148615731","128.9697458436","2021-01-13"
"12207","신호하수처리장","-","강서구 신호동 25-992","35.0889795707","128.8730761128","2021-01-13"
"12208","신호하수처리장","-","강서구 신호동 201","35.0891795999","128.8729911101","2021-01-13"
"12247","진동","-","강서구 명지동 1526-8","35.0984488461","128.9274494909","2021-01-13"
"12248","진목","-","강서구 명지동 75","35.1131952867","128.9267506376","2021-01-13"
"12249","진목","-","강서구 명지동 196-3","35.1127769333","128.9263210683","2021-01-13"
"12254","호산나교회","-","강서구 명지동 3243","35.0830256656","128.9093763758","2021-01-13"
"12262","녹산염색공단","-","강서구 송정동 1744-1","35.0884887560","128.8596028830","2021-01-13"
"12263","녹산염색공단","-","강서구 송정동 1654-3","35.0891893074","128.8606454835","2021-01-13"
"12264","부산지방중소기업청","-","강서구 송정동 1633-4","35.0891828558","128.8555987065","2021-01-13"
"12265","부산지방중소기업청","-","강서구 송정동 1633-4","35.0891828558","128.8555987065","2021-01-13"
"12270","녹산하수처리장","-","강서구 녹산화전로 8","35.0895432229","128.8659623284","2021-01-13"
"12273","퀸덤1,2단지","-","부산 강서구 명지2동","35.0871665181","128.9042073924","2021-01-13"
"12274","극동스타클래스아파트","-","강서구 명지동 3275","35.0843148016","128.8998107243","2021-01-13"
"12275","롯데캐슬아파트","-","강서구 명지동 3289","35.0843217590","128.9076312687","2021-01-13"
"12276","남명초등학교","-","강서구 명지동 3289","35.0843217590","128.9076312687","2021-01-13"
"12277","행복마을","-","강서구 명지동 3298","35.0872037930","128.9119158731","2021-01-13"
"12280","롯데캐슬아파트","-","부산 강서구 명지동 3245-3","35.0846255763","128.9051714368","2021-01-13"
"12281","극동스타클래스아파트/퀸덤3단지","-","부산 강서구 명지오션시티11로 51","35.0863723144","128.8998464985","2021-01-13"
"12282","퀸덤1.2단지","-","강서구 명지동 3272","35.0866562948","128.8978321220","2021-01-13"
"12354","지사휴먼시아아파트","-","강서구 녹산동 38-1","35.1119797093","128.8537196098","2021-01-13"
"12394","성북","-","강서구 성북동 874-1","35.05811805","128.8286148","2021-01-13"
"12395","성북","-","강서구 성북동 877-3","35.05802341","128.8289141","2021-01-13"
"12396","천성","-","강서구 천성동 203-1","35.0300753","128.8212133","2021-01-13"
"12397","천성","-","강서구 천성동 180-1","35.03000611","128.8222198","2021-01-13"
"12399","명호초등학교","-","강서구 명지동 3232-6","35.0851148394","128.9002393205","2021-01-13"
"12401","두산위브아파트","-","강서구 명지동 3234","35.0825146508","128.8977624734","2021-01-13"
"12403","한신휴플러스아파트","-","강서구 명지동 3236","35.0809160158","128.9013968592","2021-01-13"
"12413","금강 협성아파트","-","부산 강서구 지사동 1187-13","35.1503127004","128.8358946758","2021-01-13"
"12414","의창수협","-","강서구 신호동 318-2","35.0830918477","128.8716500905","2021-01-13"
"12416","신호초등학교사거리","-","부산 강서구 신호동 264","35.0850495424","128.8774719124","2021-01-13"
"12418","신호농협","-","강서구 신호동 217-1","35.0859681614","128.8778255010","2021-01-13"
"12420","윌아파트","-","부산 강서구 신호동 264","35.0850495424","128.8774719124","2021-01-13"
"12421","윌아파트","-","부산 강서구 신호동 264","35.0850495424","128.8774719124","2021-01-13"
"12452","엘크루블루오션6단지","-","강서구 명지동 3242","35.0812329508","128.9097856109","2021-01-13"
"12457","에일린의뜰아파트","-","부산 강서구 명지동 1659-9","35.09994421","128.920539","2021-01-13"
"12458","금강펜테리움아파트","-","부산 강서구 명지동 1658-1","35.10015453","128.9203466","2021-01-13"
"12473","명지초교, 명지중학교","-","강서구 동리길 95","35.10384125","128.9263356","2021-01-13"
"12474","명지초교, 명지중학교","-","강서구 명지동 1220","35.1042202","128.9268764","2021-01-13"
"12475","대방노블랜드아파트","-","강서구 명지동 2481","35.09731604","128.9201292","2021-01-13"
"12481","금강펜테리움2차아파트","-","강서구 명지동 3347","35.1034618506","128.9222733520","2021-01-13"
"12482","금강펜테리움2차아파트.호반베르디움2차아파트","-","강서구 명지동 3343","35.1036713092","128.9197647386","2021-01-13"
"12483","명지국제신도시입구","-","강서구 명지동 1089-5","35.10464743","128.9232456","2021-01-13"
"12484","명지국제신도시입구","-","강서구 명지동 3346-1","35.1042866119","128.9217854282","2021-01-13"
"12500","중흥프라디움","-","강서구 명지동 3400","35.0971273585","128.9161717126","2021-01-13"
"12501","중흥프라디움","-","부산 강서구 명지1동","35.1116319543","128.9179415432","2021-01-13"
"12503","지법서부지원.지검서부지청","-","강서구 명지동 3403","35.0943874238","128.9125443446","2021-01-13"
"12509","LH오션타운","-","강서구 명지동 3402","35.0961674979","128.9145689608","2021-01-13"
"12514","성산","-","강서구 녹산동 5-92","35.1242588021","128.8965902260","2021-01-13"
"12518","더에듀팰리스부영","-","부산 강서구 명지1동","35.1116319543","128.9179415432","2021-01-13"
"13001","대선주조","-","연제구 여고로 82","35.1964060557","129.0725644821","2021-01-13"
"10231","하단교차로","-","사하구 하단동 511-8","35.1080120011","128.9668761048","2021-01-13"
"10241","하단역","-","사하구 하단동 526-5","35.1065778223","128.9660171850","2021-01-13"
"10277","구평동주민센터","-","사하구 구평동 508","35.0816799555","128.9875384844","2021-01-13"
"11006","부산종합터미널","-","금정구 노포동 164-7","35.28366544","129.0943174","2021-01-13"
"11007","노포동부산종합버스터미널","-","금정구 노포동 133","35.2839155898","129.0964875401","2021-01-13"
"11010","범어사지하철역","-","금정구 청룡동 23-23","35.27407065","129.0924725","2021-01-13"
"11012","범어사입구","-","금정구 청룡동 44-13","35.2757542511","129.0897813821","2021-01-13"
"11013","범어사입구","-","금정구 청룡동 31-7","35.2754001023","129.0900473315","2021-01-13"
"11022","팔송","-","금정구 남산동 21-3","35.2718703762","129.0923585646","2021-01-13"
"11023","범어사지하철역","-","금정구 남산동 23-4","35.2716789300","129.0930276625","2021-01-13"
"11024","남산동새벽시장","-","금정구 남산동 96-2","35.2692020493","129.0892233991","2021-01-13"
"11032","침례병원(남산역)","-","금정구 남산동 893-3","35.2660656715","129.0928950989","2021-01-13"
"11033","침례병원","-","금정구 남산동 105-9","35.2661309307","129.0922066492","2021-01-13"
"11035","남산동럭키아파트","-","부산 금정구 남산동 481-7","35.2656065445","129.0884115969","2021-01-13"
"11039","남산소방서","-","금정구 구서동 784","35.2608263499","129.0874714763","2021-01-13"
"11042","남산프라자","-","금정구 남산동 225-30","35.2631934454","129.0917031573","2021-01-13"
"11043","남산프라자","-","금정구 남산동 225-4","35.2627481210","129.0921917316","2021-01-13"
"11044","두실지하철역","-","금정구 남산동 10-9","35.2581742704","129.0916140146","2021-01-13"
"11045","두실지하철역","-","금정구 구서동 163-13","35.2581564437","129.0910919181","2021-01-13"
"11046","선경3차아파트","-","금정구 구서동 822-2","35.2588001877","129.0878804946","2021-01-13"
"11048","신동아아파트","-","금정구 구서동 735-29","35.2560827556","129.0875639149","2021-01-13"
"11049","신동아아파트","-","부산 금정구 구서동 185-1","35.2555489474","129.0890758672","2021-01-13"
"11050","행림병원","-","금정구 구서동 195-19","35.2540030438","129.0916930221","2021-01-13"
"11051","행림병원","-","금정구 구서동 194-11","35.2542436669","129.0906494981","2021-01-13"
"11052","롯데캐슬 정문","-","금정구 구서동 1051","35.2512000316","129.0888563656","2021-01-13"
"11053","롯데캐슬정문","-","금정구 구서동 1049","35.2513653555","129.0861535426","2021-01-13"
"11054","롯데캐슬입구","-","금정구 구서2동 718-5","35.25093838","129.0878369","2021-01-13"
"11056","부산산업보건센터","-","금정구 청룡동 81-14","35.2750166311","129.0928474133","2021-01-13"
"11057","태광산업","-","금정구 구서동 995-3","35.2491229701","129.0921162212","2021-01-13"
"11061","구서시장","-","금정구 구서동 414-1","35.2466167777","129.0890408450","2021-01-13"
"11062","구서시장","-","금정구 구서동 409-23","35.2471269820","129.0887082395","2021-01-13"
"11063","국민은행구서동지점","-","금정구 구서동 458-16","35.2447933775","129.0881914063","2021-01-13"
"11064","국민은행구서동지점","-","금정구 구서동 457-23","35.2449934012","129.0887517040","2021-01-13"
"11067","금정구청 부산가톨릭대","-","금정구 부곡동 23-1","35.2428845572","129.0935001020","2021-01-13"
"11068","금정구청.부산가톨릭대","-","금정구 부곡동 78","35.2428545496","129.0923749659","2021-01-13"
"11069","롯데마트","-","금정구 부곡동 60-7","35.2403814182","129.0930851334","2021-01-13"
"11070","롯데마트","-","금정구 부곡3동 223-8","35.2385925633","129.0921312296","2021-01-13"
"11071","장전지하철역","-","금정구 장전동 242","35.2408502803","129.0882931585","2021-01-13"
"11073","장전초등학교","-","금정구 장전동 158-15","35.2394931792","129.0862442242","2021-01-13"
"11074","장전동어린이놀이터","-","금정구 장전동 220-1","35.2383634467","129.0863414858","2021-01-13"
"11075","장전중앙교회","-","금정구 장전동 385-24","35.23521833","129.0861033","2021-01-13"
"11076","장전1치안센터","-","금정구 장전동 229-1","35.2356717985","129.0878153773","2021-01-13"
"11077","경남한신아파트","-","금정구 부곡동 225-27","35.2359248116","129.0914536626","2021-01-13"
"11078","경남한신아파트","-","부산 금정구 부곡동 398","35.2289449998","129.0907278492","2021-01-13"
"11079","현대아파트","-","금정구 금강로279번길 2","35.2331964483","129.0854739151","2021-01-13"
"11080","부산대학정문","-","금정구 장전동 416-27","35.2322994051","129.0869971349","2021-01-13"
"11082","부산대역","-","금정구 장전동 414-25","35.2310334864","129.0877381114","2021-01-13"
"11083","부산대앞부산은행","-","금정구 장전3동 311-3","35.23054667","129.0863967","2021-01-13"
"11085","부산대학정문","-","금정구 장전동 419-46","35.2319546964","129.0850852857","2021-01-13"
"11088","부산대학교후문","-","금정구 장전동 360-40","35.2291557915","129.0840356447","2021-01-13"
"11089","부산대학교후문","-","부산 금정구 장전동 334-41","35.2285712669","129.0853507823","2021-01-13"
"11090","금정초등학교","-","금정구 장전동 608-41","35.2254857438","129.0856796790","2021-01-13"
"11091","금정초등학교","-","금정구 장전동 632-11","35.2267759617","129.0855987129","2021-01-13"
"11092","금정초등학교","-","금정구 장전동 538-8","35.2270786778","129.0832435100","2021-01-13"
"11093","금정초등학교","-","금정구 장전2동 538-12","35.2269437920","129.0828656747","2021-01-13"
"11097","식물원입구","-","부산 금정구 장전동 595-1","35.2240289166","129.0816256492","2021-01-13"
"11102","온천장지하철역","-","금정구 장전동 647-17","35.2219677135","129.0866853724","2021-01-13"
"11105","부곡4동주민센터 온천장역","-","부산 금정구 부곡동 395-1","35.2201675913","129.0884084837","2021-01-13"
"11106","부곡4동주민센터 온천장역","-","부산 금정구 부곡동 392-5","35.2206544351","129.0883537543","2021-01-13"
"11109","부곡시장","-","금정구 부곡동 296-112","35.2260597648","129.0916526324","2021-01-13"
"11110","부곡2동","-","금정구 부곡동 297-6","35.22869","129.0907067","2021-01-13"
"11113","부곡대우아파트","-","금정구 부곡동 244-7","35.2322619933","129.0904118870","2021-01-13"
"11123","서동고개","-","금정구 서2동 546-22","35.21704524","129.0959955","2021-01-13"
"11124","서동고개","-","부산 금정구 부곡동 726-2","35.2178558729","129.0947433935","2021-01-13"
"11129","서1동 새마을금고","-","금정구 서2동 302-128","35.21661549","129.0985802","2021-01-13"
"11132","서3치안센터","-","부산 금정구 서동 340-22","35.2151984356","129.1023330097","2021-01-13"
"11134","세웅병원후문","-","금정구 서2동 295-16","35.2142728571","129.1030649259","2021-01-13"
"11136","동상초등학교(서동역)","-","금정구 서동 236-23","35.2124381258","129.1072143602","2021-01-13"
"11138","부산은행","-","금정구 서동 210-24","35.2142941074","129.1059522556","2021-01-13"
"11139","라이프타운","-","금정구 서동 122-5","35.2152237430","129.1071162870","2021-01-13"
"11145","서금지구대(금사역)","-","금정구 금사동 117-5","35.2161001189","129.1164830192","2021-01-13"
"11146","서금지구대(금사역)","-","금정구 금사동 111-21","35.2162861893","129.1158346051","2021-01-13"
"11148","금사중학교","-","금정구 서3동 118-27","35.2176183530","129.1095785283","2021-01-13"
"11152","금사시장","-","금정구 금사동 137-9","35.2199533971","129.1114232136","2021-01-13"
"11163","롯데캐슬입구","-","금정구 구서2동 1050","35.2512245021","129.0874440314","2021-01-13"
"11172","금정세무서","-","금정구 부곡동 266-5","35.2302084684","129.0919547562","2021-01-13"
"12001","강서구청","-","강서구 대저1동 2342-24","35.21240062","128.982642","2021-01-13"
"12003","대저119안전센터","-","부산 강서구 대저1동 689-11","35.2144923504","128.9777754585","2021-01-13"
"12004","낙동중학교","-","강서구 대저1동 1476","35.2151732214","128.9646327315","2021-01-13"
"12005","강서복지회관.우편집중국","-","강서구 대저1동 1550","35.2152405630","128.9584818178","2021-01-13"
"12008","평강","-","강서구 대저1동 1705-1","35.2142356083","128.9495547138","2021-01-13"
"12009","대사리3구","-","강서구 강동동 29-409","35.2161152706","128.9437228970","2021-01-13"
"12010","국립농산물품질관리원","-","사상구 모라동 652-26","35.21697279","128.9407631","2021-01-13"
"12011","대사리2구","-","강서구 강동동 120-3","35.2184093484","128.9364797681","2021-01-13"
"10028","뉴코아아울렛","-","사하구 괴정동 955-3","35.0981303411","128.9941834447","2021-01-13"
"10029","괴정사거리","-","사하구 괴정동 964-5","35.0989983101","128.9933702406","2021-01-13"
"10032","괴정시장","-","사하구 괴정동 429-48","35.1007657734","128.9955129582","2021-01-13"
"10033","괴정초등학교","-","사하구 괴정동 286-9","35.1022611858","128.9986689404","2021-01-13"
"10034","괴정초등학교","-","사하구 괴정동 321-15","35.1025416478","128.9991543339","2021-01-13"
"10035","대티터널입구","-","사하구 괴정동 347-13","35.1037354699","129.0038071544","2021-01-13"
"10038","부영아파트","-","사하구 괴정동 348-2","35.1046602440","129.0047671707","2021-01-13"
"10039","대티고개","-","사하구 괴정동 92-1","35.1070364819","129.0082717686","2021-01-13"
"10040","대티고개","-","사하구 괴정동 554-5","35.0974513750","128.9865731490","2021-01-13"
"10041","괴정2치안센터","-","사하구 대티로 41","35.1055893703","129.0038021005","2021-01-13"
"10042","괴정2치안센터","-","사하구 대티로 35","35.1052215102","129.0033441420","2021-01-13"
"10045","괴정초등학교","-","사하구 괴정동 310-4","35.1030548765","128.9991321079","2021-01-13"
"10046","괴정초등학교","-","사하구 괴정동 250","35.1026530736","128.9981136635","2021-01-13"
"10047","괴정시장","-","사하구 괴정동 262-1","35.1015947567","128.9962087599","2021-01-13"
"10048","괴정시장","-","사하구 괴정동 1009-4","35.1005567822","128.9937940674","2021-01-13"
"10051","괴정자유아파트","-","사하구 괴정동 747-1","35.0995149315","128.9886157422","2021-01-13"
"10052","괴정자유아파트","-","사하구 괴정동 744-3","35.0989581016","128.9894552049","2021-01-13"
"10053","신평입구","-","사하구 장평로 440","35.0975530680","128.9865872397","2021-01-13"
"10054","사남신익아파트","-","사하구 괴정동 698-20","35.0965458891","128.9838867988","2021-01-13"
"10055","사남 초등학교","-","사하구 괴정동 1207-58","35.0966328209","128.9809355954","2021-01-13"
"10056","신평배고개","-","사하구 장평로 365","35.0965336255","128.9790971093","2021-01-13"
"10057","신평배고개","-","사하구 장평로 339","35.0948368839","128.9757656797","2021-01-13"
"10061","괴정삼익아파트","-","사하구 괴정동 550-12","35.0989942987","128.9854728321","2021-01-13"
"10062","괴정삼익아파트","-","사하구 괴정동 575-34","35.0996018790","128.9852966613","2021-01-13"
"10063","사하전화국","-","사하구 괴정동 1118-24","35.1003736100","128.9814059624","2021-01-13"
"10064","사하전화국","-","사하구 괴정동 1132-2","35.1000671968","128.9808387592","2021-01-13"
"10065","당리중학교","-","사하구 당리동 336-26","35.1014602675","128.9780456375","2021-01-13"
"10066","당리중학교","-","사하구 당리동 341-13","35.1021949974","128.9779134912","2021-01-13"
"10068","사하구청","-","사하구 당리동 325-11","35.1028358739","128.9751313745","2021-01-13"
"10070","사하구청","-","사하구 당리동 317-58","35.1036621585","128.9741697520","2021-01-13"
"10071","낙동초등학교","-","사하구 당리동 313-20","35.1046103353","128.9713937501","2021-01-13"
"10072","하단오병원","-","사하구 당리동 304-33","35.1049330183","128.9703151084","2021-01-13"
"10073","낙동초등학교","-","사하구 당리동 304-12","35.1049079681","128.9705809821","2021-01-13"
"10075","하단SK뷰아파트앞","-","사하구 하단동 1217-1","35.1176673071","128.9617003052","2021-01-13"
"10076","하단역","-","사하구 하단동 589-21","35.10577","128.9674","2021-01-13"
"10077","하단역","-","사하구 하단동 526-6","35.1066808126","128.9663680608","2021-01-13"
"10078","하단역","-","사하구 하단1동 589-12","35.1058756357","128.9665492879","2021-01-13"
"10081","하단교차로","-","사하구 하단동 529-4","35.1078014388","128.9677060349","2021-01-13"
"10084","에덴공원","-","사하구 하단동 498-17","35.1105677903","128.9653192616","2021-01-13"
"10085","에덴공원","-","사하구 하단2동 506-15","35.1100591357","128.9662041313","2021-01-13"
"10087","에덴공원","-","사하구 하단동 497-18","35.1113845271","128.9654308916","2021-01-13"
"10088","동아대입구","-","사하구 하단2동 490-20","35.1121103742","128.9639059133","2021-01-13"
"10090","동아대입구","-","사하구 하단동 492-2","35.1125115608","128.9647578205","2021-01-13"
"10092","동아대입구","-","사하구 하단동 833-4","35.1134774263","128.9648260899","2021-01-13"
"10093","동산삼거리","-","사하구 하단동 799-20","35.1146998058","128.9624841725","2021-01-13"
"10096","을숙도","-","사하구 하단2동 1150-3","35.10801","128.9473","2021-01-13"
"10106","가락타운2.3지구","-","사하구 하단동 567","35.1022954965","128.9611766616","2021-01-13"
"10107","가락타운2.3지구","-","사하구 하단동 1176","35.1016348894","128.9594573109","2021-01-13"
"10108","가락타운2,3단지","-","사하구 하단동 1176","35.1016348894","128.9594573109","2021-01-13"
"10109","가락타운2,3단지","-","사하구 하단동 1175","35.1011980228","128.9573529614","2021-01-13"
"10112","신남초등학교","-","사하구 신평동 452-5","35.0960215742","128.9617798735","2021-01-13"
"10113","신남초등학교","-","사하구 신평동 452-4","35.0979231175","128.9611205963","2021-01-13"
"10115","신평지하철역","-","사하구 신평동 646","35.0942168362","128.9609344524","2021-01-13"
"10116","신평지하철역","-","사하구 신평동 408-13","35.0952271649","128.9623428524","2021-01-13"
"10117","동성화학","-","사하구 하신중앙로 133","35.0905498896","128.9646636104","2021-01-13"
"10118","동성화학","-","사하구 신평동 467","35.0921013784","128.9652249346","2021-01-13"
"10126","신평","-","사하구 신평동 161-175","35.0929440851","128.9736328011","2021-01-13"
"10127","동매역","-","사하구 신평동 544","35.0903034667","128.9735251897","2021-01-13"
"10130","신평시장","-","사하구 신평동 84-98","35.0898657171","128.9765641941","2021-01-13"
"10131","신평시장","-","사하구 신평동 552","35.0889990783","128.9771921247","2021-01-13"
"10153","장림시장","-","사하구 장림1동 328-14","35.0811535279","128.9676763506","2021-01-13"
"10155","장림시장","-","사하구 장림번영로 24","35.0808109129","128.9678362918","2021-01-13"
"10156","장림중소기업은행","-","사하구 장림동 332-7","35.0803585381","128.9700210619","2021-01-13"
"10157","장림중소기업은행","-","사하구 장림동 321-11","35.0807146536","128.9711097987","2021-01-13"
"10158","장림우체국","-","사하구 장림번영로 64","35.0804485179","128.9723019626","2021-01-13"
"10162","장림삼거리","-","사하구 장림2동 190-1","35.07999","128.9773","2021-01-13"
"10163","장림역","-","사하구 장림동 산 29-4","35.0801716738","128.9775238944","2021-01-13"
"10164","영남중학교","-","사하구 장림동 228-1","35.0783515660","128.9776385871","2021-01-13"
"10166","장림현대아파트","-","사하구 장림2동 368-8","35.0750891318","128.9765083532","2021-01-13"
"10167","장림현대아파트","-","사하구 장림동 372-4","35.0749878391","128.9775306468","2021-01-13"
"10169","고려냉장","-","사하구 장림동 499-1","35.0704707101","128.9773378904","2021-01-13"
"10171","주공2지구","-","사하구 다대2동 395","35.0677","128.9793","2021-01-13"
"10173","낫개역","-","사하구 다대동 1432-8","35.0637781483","128.9795616771","2021-01-13"
"10174","낫개역","-","사하구 다대동 1432-12","35.0644027414","128.9797120161","2021-01-13"
"10176","다대현대아파트","-","사하구 다대2동 124-3","35.0615909085","128.9764822796","2021-01-13"
"10177","다대푸르지오","-","사하구 다대동 285-3","35.0605292296","128.9743129835","2021-01-13"
